frag_ID,rmax,topt,ctmin,ctmax,e,eh,q10,thermal_safety_margin,thermal_tolerance,breadth,skewness,PR,sample_ID,species_ID,weight_g,volume_mL,full_species,species,blastate_vol_mL,morphology,stress,bvi,life_history,perf_imperf,SA_cm2,dw_mg_cm2,dw_log,afdw_mg_cm2,afdw_log,chla_ug_cm2_mean,chla_log,chla_pg_sym,chla_sym_log,sym_cm2,sym_log,prot_ug_cm2,prot_log
G02,1.06,28.12,-19.27,43.61,0.35,0.65,1.56,15.49,62.88,7.82,-0.31,NetPhoto,G02_TPC,G,1,461,Echinopora lamellosa,Elam,50,massive/sub,tolerant,3.5,generalist,imperforate,32.29207155,66.3475552097246,4.194906913222558,15.6385135966912,2.749736692025982,7.420413275775889,2.0042347531721587,4.032883867016966,1.3944817197952404,1839976.92977571,14.42526359134119,872.1934968,6.771011299292816
G05,1.31,29.25,3.38,42.42,0.65,0.81,2.31,13.17,39.05,7.03,-0.16,NetPhoto,G05_TPC,G,1,465,Echinopora lamellosa,Elam,50,massive/sub,tolerant,3.5,generalist,imperforate,29.18798466,75.7160874840613,4.326990654167012,19.4714825279524,2.9689509607047193,9.313283842033268,2.2314417511200944,4.847001234748762,1.5783602116081543,1921452.74799296,14.468592097476217,1352.428497,7.209657142040303
G07,0.82,28.94,-13.89,42.41,0.32,0.63,1.52,13.47,56.3,8.13,-0.3,NetPhoto,G07_TPC,G,1,462,Echinopora lamellosa,Elam,50,massive/sub,tolerant,3.5,generalist,imperforate,36.17776305,60.5804914924574,4.103972918680366,15.4330529657591,2.736511505893567,4.628128938797836,1.5321526695305905,3.9629669139094927,1.376992965424896,1167844.45576715,13.970670262069971,1093.224408,6.9968867809177295
G08,1,29.23,0.91,42.91,0.54,0.79,1.99,13.68,42,7.5,-0.26,NetPhoto,G08_TPC,G,1,461,Echinopora lamellosa,Elam,50,massive/sub,tolerant,3.5,generalist,imperforate,35.40891933,61.425201366065,4.1178201966446855,13.744182987656,2.620615679156179,5.633746705737376,1.7287747102854525,3.9307366035292217,1.368826839241655,1433254.69854152,14.175458429008074,1515.58562,7.32355719110788
H01,0.42,27.4,-Inf,39.04,0.31,0.61,1.49,11.65,Inf,7.58,-0.3,NetPhoto,H01_TPC,H,1,461,Montipora aequituberculata,Maeq,50,plating,sensitive,3.5,competitive,perforate,42.66667645,53.3788940103864,3.977415424585757,11.0937474562385,2.406381657378852,4.172394509832274,1.4284900939891407,1.922832114197336,0.6537991586858674,2169921.37744381,14.590201493267548,838.2676232,6.731337408924923
H02,0.53,28.18,-20.17,41.87,0.32,0.81,1.52,13.69,62.04,7.54,-0.48,NetPhoto,H02_TPC,H,1,455,Montipora aequituberculata,Maeq,50,plating,sensitive,3.5,competitive,perforate,25.640456790000002,86.4519179522255,4.459588397565393,19.370429736664,2.963747662854995,5.210276647315402,1.6506329536483415,4.490550360989467,1.5019752690730983,1160275.74093776,13.964168242539513,735.2958645,6.600272954951355
H04,0.66,29,-4.83,43.31,0.49,0.71,1.88,14.31,48.14,8.09,-0.22,NetPhoto,H04_TPC,H,1,458,Montipora aequituberculata,Maeq,50,plating,sensitive,3.5,competitive,perforate,25.86377239,88.154193658213,4.4790874818269915,21.0719454139149,3.047942554541747,8.069299871041263,2.0880667215221256,3.2909729599674247,1.1911832535699354,2451949.61161915,14.712394025916463,1331.850277,7.1943244401278035
H07,0.72,28.18,-Inf,46.55,0.09,0.38,1.12,18.37,Inf,8.74,-0.29,NetPhoto,H07_TPC,H,1,468,Montipora aequituberculata,Maeq,50,plating,sensitive,3.5,competitive,perforate,36.03420302,62.0475311218173,4.127900722330705,14.2919769784878,2.6596983293627625,7.862120831664295,2.0620563959561387,3.1566045483672696,1.1494969398887154,2490689.19188212,14.728070014031696,1176.403845,7.0702174751206055
H08,0.45,28.71,-10.27,43.61,0.59,0.5,2.14,14.91,53.88,8.05,0.09,NetPhoto,H08_TPC,H,1,466,Montipora aequituberculata,Maeq,50,plating,sensitive,3.5,competitive,perforate,41.77979448,53.4748122740566,3.9792107444257314,12.6456661625334,2.537314560627003,8.611157028650343,2.1530586913682597,3.5503852390659865,1.267056115646424,2425414.83495908,14.701513133686117,1295.953066,7.1670016617502865
I01,0.55,28.57,-3.14,41.88,0.68,0.77,2.39,13.3,45.01,7.39,-0.1,NetPhoto,I01_TPC,I,1,468,Turbinaria frondens,Tfro,50,plating,sensitive,3.5,generalist,imperforate,23.28607228,99.0935685612327,4.596064540756006,22.0446508608594,3.0930699811185702,7.1927598929776835,1.9730749496771185,3.694657207953607,1.306887778230177,1946800.3357642,14.481697729411218,2054.641194,7.627856510225872
I02,0.7,29.34,-14.86,48.04,0.34,0.35,1.56,18.7,62.91,9.5,-0.01,NetPhoto,I02_TPC,I,1,460,Turbinaria frondens,Tfro,50,plating,sensitive,3.5,generalist,imperforate,14.36939925,150.493417461416,5.013919345434505,30.2726643217183,3.410245137717152,7.896445851665758,2.0664127660469114,2.966462303231152,1.0873700991459,2661906.69035798,14.794553224865284,1818.098717,7.5055465730432225
I03,0.49,28.97,-6.85,41.68,0.43,0.8,1.73,12.71,48.53,7.83,-0.37,NetPhoto,I03_TPC,I,1,459,Turbinaria frondens,Tfro,50,plating,sensitive,3.5,generalist,imperforate,20.75941574,108.665550205573,4.688274818463975,23.9248865616997,3.1749191959150167,11.223447205396637,2.4180050904643893,3.6310473751600494,1.289521139761031,3090966.88800485,14.943994508667632,2436.836739,7.798456058767231
I07,0.79,29.21,-22.28,41.6,0.21,0.79,1.3,12.39,63.87,8.36,-0.59,NetPhoto,I07_TPC,I,1,466,Turbinaria frondens,Tfro,50,plating,sensitive,3.5,generalist,imperforate,15.32965635,139.653054475245,4.939161164513214,19.0263016996247,2.9458223218867916,11.218097362292712,2.417528310161756,5.577391701560722,1.718721230114204,2011351.89396032,14.514317638011828,1798.446152,7.494678322181476
I08,1.35,28.79,-22.14,47.58,0.39,0.26,1.65,18.79,69.72,9.21,0.12,NetPhoto,I08_TPC,I,1,465,Turbinaria frondens,Tfro,50,plating,sensitive,3.5,generalist,imperforate,15.66781998,140.415195145738,4.94460371326928,25.5300354810434,3.23985562103086,12.597046887361424,2.533462412468615,3.513975007313911,1.2567478774214316,3584842.48212984,15.092225093011455,2670.529136,7.890031910036728
J01,0.78,28.98,-3.72,42.12,0.47,0.72,1.83,13.14,45.84,7.83,-0.26,NetPhoto,J01_TPC,J,1,465,Acropora hyacinthus,Ahya,50,branch/tabular,sensitive,5,competitive,perforate,31.07978685,67.5948436671255,4.213531703026144,11.4222147569201,2.4355601221075975,5.654363374461309,1.732427525770343,3.95654202890891,1.3753704187603195,1429117.48014986,14.1725676649743,806.8990414,6.693198556850285
J02,0.7,27.48,-12.55,40.05,1.08,0.98,4.06,12.57,52.6,6.41,0.1,NetPhoto,J02_TPC,J,1,464,Acropora hyacinthus,Ahya,50,branch/tabular,sensitive,5,competitive,perforate,42.74962224,50.4682822198431,3.921345064105085,10.2535019110226,2.327619297091258,6.517472411893648,1.8744866338888504,3.723200225854012,1.3145835742271508,1750502.79773731,14.375413617625972,1384.797591,7.2333092642591
J03,0.91,28.98,-5.89,39.91,0.59,0.89,2.15,10.93,45.8,7.47,-0.3,NetPhoto,J03_TPC,J,1,461,Acropora hyacinthus,Ahya,50,branch/tabular,sensitive,5,competitive,perforate,42.51354575,51.3757821921186,3.939166897851224,10.5064552670644,2.351989855598628,5.992514236924454,1.7905110631140606,4.153745024494797,1.424010342851414,1442677.43965659,14.182011278226922,1113.470034,7.015236574795112
J07,0.93,29.44,-3.35,39.62,0.48,1.19,1.86,10.18,42.97,7,-0.71,NetPhoto,J07_TPC,J,1,465,Acropora hyacinthus,Ahya,50,branch/tabular,sensitive,5,competitive,perforate,33.27466021,65.8659368070122,4.187621415719065,11.8708950747237,2.474089612242317,8.291514389702073,2.1152326291468504,5.230281022628662,1.6544650094494633,1585290.4182068,14.276278177661665,1504.866545,7.316459498832563
J08,0.82,29.84,-4.68,43.23,0.41,0.67,1.68,13.39,47.91,8.26,-0.26,NetPhoto,J08_TPC,J,1,464,Acropora hyacinthus,Ahya,50,branch/tabular,sensitive,5,competitive,perforate,32.58876228,64.5161047214832,4.166914878239854,11.4047493879436,2.434029881618868,6.3025671881934775,1.840957040585348,4.851799933459026,1.5793497564021166,1299016.29799895,14.077117842147508,861.3346555,6.7584831112564245
