image_id,count
P8174611,53
P8174612,54
P8174613,58
P8174614,36
P8174615,59
P8174616,60
P8174617,40
P8174618,37
P8174619,31
P8174620,53
P8174621,51
P8174623,76
P8174624,76
P8174625,84
P8174626,96
P8174627,42
P8174628,85
P8174629,89
P8174630,51
P8174631,48
P8174632,110
P8174633,132
P8174634,66
P8174636,21
P8174637,71
P8174638,86
P8174639,38
P8174640,14
P8174641,59
P8174642,96
P8174643,25
P8174644,15
P8174645,66
P8174646,94
P8174647,27
P8174649,67
P8174650,39
P8174651,51
P8174652,73
P8174653,27
P8174654,64
P8174655,65
P8174656,30
P8174657,16
P8174658,40
P8174659,58
P8174660,31
P8174662,7
P8174663,2
P8174664,10
P8174665,20
P8174666,26
P8174667,6
P8174668,3
P8174669,3
P8174670,10
P8174671,8
P8174672,18
P8174673,6
P8174675,3
P8174676,12
P8174677,17
P8174678,6
P8174679,9
P8174680,16
P8174681,18
P8174682,10
P8174683,6
P8174684,22
P8174685,26
P8174686,5
P8174688,15
P8174689,71
P8174690,101
P8174691,45
P8174692,36
P8174693,110
P8174694,151
P8174695,40
P8174696,16
P8174697,106
P8174698,112
P8174699,30
P8174701,24
P8174702,39
P8174703,33
P8174704,23
P8174705,11
P8174706,31
P8174707,46
P8174708,23
P8174709,28
P8174710,47
P8174711,63
P8174712,21
P8174714,8
P8174715,8
P8174716,8
P8174717,9
P8174718,18
P8174719,5
P8174720,4
P8174721,9
P8174722,4
P8174723,11
P8174724,6
P8174725,11
P8174727,9
P8174728,66
P8174729,75
P8174730,35
P8174731,11
P8174732,84
P8174733,68
P8174734,9
P8174735,16
P8174736,69
P8174737,83
P8174738,14
P8174740,21
P8174741,45
P8174742,58
P8174743,19
P8174744,25
P8174745,45
P8174746,47
P8174747,15
P8174748,41
P8174749,42
P8174750,42
P8174751,17
P8174753,33
P8174754,97
P8174755,93
P8174756,14
P8174757,7
P8174758,106
P8174759,184
P8174760,9
P8174761,19
P8174762,119
P8174763,163
P8174764,8
P8174766,115
P8174767,1
P8174768,5
P8174769,157
P8174770,61
P8174771,2
P8174772,2
P8174773,101
P8174774,130
P8174775,2
P8174776,3
P8174777,111
P8174779,17
P8174780,29
P8174781,45
P8174782,22
P8174783,31
P8174784,41
P8174785,49
P8174786,20
P8174787,60
P8174788,10
P8174789,19
P8174790,68
P8174792,68
P8174793,11
P8174794,20
P8174795,105
P8174796,19
P8174797,98
P8174798,81
P8174799,34
P8174800,18
P8174801,91
P8174802,109
P8174803,11
P8174805,92
P8174806,33
P8174807,35
P8174808,107
P8174809,67
P8174810,26
P8174811,25
P8174812,76
P8174813,84
P8174814,18
P8174815,7
P8174816,98
P8174818,43
P8174819,80
P8174820,94
P8174821,53
P8174822,26
P8174823,72
P8174824,71
P8174825,19
P8174826,16
P8174827,120
P8174828,103
P8174829,11
P8174831,34
P8174832,70
P8174833,66
P8174834,20
P8174835,40
P8174836,65
P8174837,66
P8174838,7
P8174839,35
P8174840,43
P8174841,56
P8174842,28
P8174844,46
P8174845,46
P8174846,60
P8174847,23
P8174848,42
P8174849,69
P8174850,92
P8174851,31
P8174852,18
P8174853,96
P8174854,84
P8174855,10
P8174857,25
P8174858,49
P8174859,55
P8174860,25
P8174861,52
P8174862,4
P8174863,2
P8174864,62
P8174865,55
P8174866,11
P8174867,2
P8174868,78
P8174870,24
P8174871,19
P8174872,13
P8174873,33
P8174874,3
P8174875,33
P8174876,28
P8174877,5
P8174878,40
P8174879,9
P8174880,1
P8174881,38
P8174883,139
P8174884,109
P8174885,157
P8174886,5
P8174887,81
P8174888,99
P8174889,131
P8174890,37
P8174891,13
P8174892,125
P8174893,122
P8174894,21
P8174896,31
P8174897,51
P8174898,48
P8174899,27
P8174900,7
P8174901,54
P8174902,52
P8174903,18
P8174904,23
P8174905,44
P8174906,47
P8174907,6
P8174909,36
P8174910,34
P8174911,40
P8174912,31
P8174913,30
P8174914,59
P8174915,58
P8174916,27
P8174917,40
P8174918,45
P8174919,37
P8174920,45
P8174922,25
P8174923,157
P8174924,142
P8174925,26
P8174926,4
P8174927,99
P8174928,103
P8174929,14
P8174930,7
P8174931,100
P8174932,101
P8174933,11
P8174935,39
P8174936,86
P8174937,95
P8174938,21
P8174939,34
P8174940,101
P8174941,88
P8174942,29
P8174943,36
P8174944,117
P8174945,75
P8174946,40
P8174948,37
P8174949,76
P8174950,80
P8174951,24
P8174952,40
P8174953,106
P8174954,100
P8174955,35
P8174956,26
P8174957,118
P8174958,133
P8174959,21
P8184961,157
P8184962,20
P8184963,9
P8184964,177
P8184965,170
P8184966,47
P8184967,37
P8184968,187
P8184969,48
P8184970,79
P8184971,73
P8184972,69
P8184974,95
P8184975,240
P8184976,300
P8184977,15
P8184978,3
P8184979,132
P8184980,116
P8184981,9
P8184982,31
P8184983,134
P8184984,117
P8184985,38
P8184987,19
P8184988,49
P8184989,47
P8184990,21
P8184991,37
P8184992,49
P8184993,63
P8184994,4
P8184995,7
P8184996,70
P8184997,76
P8184998,2
P8185000,64
P8185001,49
P8185002,25
P8185003,57
P8185004,53
P8185005,35
P8185006,57
P8185007,23
P8185008,20
P8185009,67
P8185010,52
P8185011,18
P8185013,12
P8185014,118
P8185015,73
P8185016,2
P8185017,19
P8185018,96
P8185019,113
P8185020,3
P8185021,4
P8185022,93
P8185023,87
P8185024,2
P8185026,46
P8185027,67
P8185028,63
P8185029,71
P8185030,31
P8185031,92
P8185032,66
P8185033,23
P8185034,85
P8185035,66
P8185036,62
P8185037,96
P8185039,26
P8185040,123
P8185041,141
P8185042,20
P8185043,16
P8185044,139
P8185045,117
P8185046,16
P8185047,26
P8185048,105
P8185049,120
P8185050,1
P8185052,5
P8185053,82
P8185054,98
P8185055,1
P8185056,4
P8185057,94
P8185058,84
P8185059,7
P8185060,17
P8185061,86
P8185062,90
P8185063,11
P8185065,82
P8185066,90
P8185067,102
P8185068,71
P8185069,27
P8185070,99
P8185071,105
P8185072,13
P8185073,19
P8185074,135
P8185075,108
P8185076,13
P8185078,61
P8185079,32
P8185080,36
P8185081,62
P8185082,24
P8185083,81
P8185084,86
P8185085,4
P8185086,2
P8185087,77
P8185088,79
P8185089,7
P8185091,23
P8185092,117
P8185093,99
P8185094,32
P8185095,12
P8185096,145
P8185097,126
P8185098,7
P8185099,18
P8185100,153
P8185101,128
P8185102,31
P8185104,17
P8185105,92
P8185106,104
P8185107,14
P8185108,13
P8185109,118
P8185110,113
P8185111,12
P8185112,13
P8185113,119
P8185114,127
P8185115,20
P8185117,18
P8185118,105
P8185119,101
P8185120,7
P8185121,7
P8185122,107
P8185123,114
P8185124,8
P8185125,12
P8185126,107
P8185127,126
P8185128,11
P8185130,61
P8185131,114
P8185132,130
P8185133,26
P8185134,25
P8185135,151
P8185136,170
P8185137,15
P8185138,31
P8185139,180
P8185140,155
P8185141,31
P8185143,13
P8185144,174
P8185145,145
P8185146,13
P8185147,7
P8185148,131
P8185149,145
P8185150,15
P8185151,5
P8185152,121
P8185153,137
P8185154,8
P8185156,30
P8185157,48
P8185158,52
P8185159,9
P8185160,9
P8185161,51
P8185162,73
P8185163,11
P8185164,10
P8185165,52
P8185166,78
P8185167,6
P8185169,30
P8185170,106
P8185171,106
P8185172,9
P8185173,9
P8185174,136
P8185175,83
P8185176,5
P8185177,22
P8185178,113
P8185179,109
P8185180,10
P8185182,26
P8185183,54
P8185184,71
P8185185,10
P8185186,13
P8185187,83
P8185188,55
P8185189,9
P8185190,11
P8185191,73
P8185192,90
P8185193,1
P8185195,19
P8185196,99
P8185197,74
P8185198,14
P8185199,21
P8185200,70
P8185201,59
P8185202,6
P8185203,15
P8185204,86
P8185205,87
P8185206,5
P8185208,17
P8185209,42
P8185210,46
P8185211,12
P8185212,20
P8185213,27
P8185214,43
P8185215,19
P8185216,11
P8185217,46
P8185218,29
P8185219,13
P8185221,33
P8185222,82
P8185223,71
P8185224,1
P8185225,9
P8185226,111
P8185227,75
P8185228,17
P8185229,11
P8185230,124
P8185231,15
P8185232,66
P8185234,31
P8185235,48
P8185236,63
P8185237,20
P8185238,19
P8185239,69
P8185240,73
P8185241,11
P8185242,13
P8185243,79
P8185244,82
P8185245,5
P8185247,32
P8185248,83
P8185249,84
P8185250,17
P8185251,44
P8185252,68
P8185253,81
P8185254,19
P8185255,16
P8185256,89
P8185257,67
P8185258,15
P8185260,45
P8185261,78
P8185262,89
P8185263,60
P8185264,9
P8185265,96
P8185266,107
P8185267,10
P8185268,18
P8185269,114
P8185270,121
P8185271,10
