"frag_ID","afdw_g_mL","afdw_total_g","afdw_g_cm2","afdw_mg_cm2","dw_g_mL","dw_total_g","dw_g_cm2","dw_mg_cm2","full_species","species","blastate_vol_mL","morphology","stress","SA_cm2"
"B01",0.011,0.549999999999999,0.0255326809530635,25.5326809530635,0.0474333333333333,2.37166666666667,0.110100015140029,110.100015140029,"Montipora vietnamensis","Mvie",50,"branching","tolerant",21.54102035
"B02",0.00989999999999998,0.494999999999999,0.0284220391673579,28.4220391673579,0.0468333333333333,2.34166666666667,0.134454427710902,134.454427710902,"Montipora vietnamensis","Mvie",50,"branching","tolerant",17.41606213
"B03",0.0104666666666666,0.523333333333332,0.0303940747066528,30.3940747066528,0.0466333333333333,2.33166666666667,0.135418186352253,135.418186352253,"Montipora vietnamensis","Mvie",50,"branching","tolerant",17.21826831
"B04",0.0114333333333333,0.571666666666666,0.0236427789994845,23.6427789994845,0.0476666666666667,2.38333333333333,0.0985690203185505,98.5690203185505,"Montipora vietnamensis","Mvie",50,"branching","tolerant",24.1793347
"B05",0.0111333333333333,0.556666666666666,0.0340126103977108,34.0126103977107,0.0466333333333333,2.33166666666667,0.142465993851489,142.465993851489,"Montipora vietnamensis","Mvie",50,"branching","tolerant",16.36647879
"B06",0.0113333333333333,0.566666666666666,0.0195317959208768,19.5317959208768,0.0479,2.395,0.0825505609949999,82.5505609949999,"Montipora vietnamensis","Mvie",50,"branching","tolerant",29.0125224
"B07",0.0102,0.509999999999998,0.0321773409501986,32.1773409501986,0.0465333333333333,2.32666666666667,0.146795973746658,146.795973746658,"Montipora vietnamensis","Mvie",50,"branching","tolerant",15.84966268
"B08",0.0101,0.504999999999999,0.0608784714730787,60.8784714730787,0.0458,2.29,0.276062771630397,276.062771630397,"Montipora vietnamensis","Mvie",50,"branching","tolerant",8.29521484
"B09",0.00956666666666667,0.478333333333333,0.0650430906892781,65.0430906892781,0.0456,2.28,0.310031177919625,310.031177919625,"Montipora vietnamensis","Mvie",50,"branching","tolerant",7.354099079
"B10",0.00993333333333331,0.496666666666666,0.0559772938471948,55.9772938471948,0.0453333333333333,2.26666666666667,0.255466844403306,255.466844403306,"Montipora vietnamensis","Mvie",50,"branching","tolerant",8.872645184
"C01",0.00869999999999999,0.434999999999999,0.00923232919563825,9.23232919563825,0.0439666666666667,2.19833333333333,0.046656866701329,46.656866701329,"Favites complanata","Fcom",50,"massive","tolerant",47.1170374
"C02",0.00869999999999999,0.434999999999999,0.0137243457836022,13.7243457836022,0.0428166666666667,2.14083333333333,0.0675437630614448,67.5437630614448,"Favites complanata","Fcom",50,"massive","tolerant",31.69549987
"C03",0.00953333333333332,0.476666666666666,0.0118968451010553,11.8968451010553,0.0440833333333333,2.20416666666667,0.0550125092522575,55.0125092522575,"Favites complanata","Fcom",50,"massive","tolerant",40.06664478
"C04",0.00979999999999998,0.489999999999999,0.0230165891822273,23.0165891822273,0.0429166666666667,2.14583333333333,0.100795437320128,100.795437320128,"Favites complanata","Fcom",50,"massive","tolerant",21.28899274
"C05",0.00953333333333332,0.476666666666666,0.0105050098278003,10.5050098278003,0.04415,2.2075,0.0486499493598655,48.6499493598655,"Favites complanata","Fcom",50,"massive","tolerant",45.3751757
"C06",0.0104666666666666,0.523333333333332,0.0260377283565993,26.0377283565993,0.0442333333333333,2.21166666666667,0.110038425252253,110.038425252253,"Favites complanata","Fcom",50,"massive","tolerant",20.0990396
"C07",0.00883333333333332,0.441666666666666,0.0477524378786228,47.7524378786228,0.0432166666666667,2.16083333333333,0.233626549847677,233.626549847677,"Favites complanata","Fcom",50,"massive","tolerant",9.249091487
"C08",0.0091,0.455,0.0456950219119641,45.6950219119641,0.0422,2.11,0.211904387328009,211.90438732801,"Favites complanata","Fcom",50,"massive","tolerant",9.957320972
"C09",0.00913333333333333,0.456666666666666,0.0322385748894954,32.2385748894954,0.0409833333333333,2.04916666666667,0.144661780389177,144.661780389177,"Favites complanata","Fcom",50,"massive","tolerant",14.16522499
"C10",0.00853333333333332,0.426666666666666,0.0254301001530819,25.4301001530819,0.0410666666666667,2.05333333333333,0.122382356986707,122.382356986707,"Favites complanata","Fcom",50,"massive","tolerant",16.77801755
"D01",0.0106333333333333,0.531666666666666,0.0234388683369323,23.4388683369323,0.04465,2.2325,0.0984212041922284,98.4212041922284,"Porites rus","Prus",50,"digitate","tolerant",22.68312015
"D02",0.00909999999999998,0.454999999999999,0.0161774094045047,16.1774094045047,0.0429166666666667,2.14583333333333,0.0762945590047612,76.2945590047612,"Porites rus","Prus",50,"digitate","tolerant",28.12564043
"D03",0.0101333333333333,0.506666666666665,0.03314798109771,33.14798109771,0.0424,2.12,0.138698131435155,138.698131435155,"Porites rus","Prus",50,"digitate","tolerant",15.28499323
"D04",0.0103666666666667,0.518333333333333,0.0286391472018257,28.6391472018257,0.0436666666666667,2.18333333333333,0.120634349949813,120.634349949813,"Porites rus","Prus",50,"digitate","tolerant",18.09876983
"D05",0.0103,0.514999999999999,0.0263724022754886,26.3724022754886,0.0435,2.175,0.111378592134345,111.378592134345,"Porites rus","Prus",50,"digitate","tolerant",19.5279897
"D06",0.00996666666666664,0.498333333333332,0.0279529105687385,27.9529105687385,0.0435833333333333,2.17916666666667,0.122235553741223,122.235553741223,"Porites rus","Prus",50,"digitate","tolerant",17.82760089
"D07",0.0117,0.584999999999999,0.0369464858200647,36.9464858200647,0.0453,2.265,0.143049214328969,143.049214328969,"Porites rus","Prus",50,"digitate","tolerant",15.83371157
"D08",0.0098333333333333,0.491666666666665,0.0360912237926113,36.0912237926113,0.0430666666666666,2.15333333333333,0.158067325898488,158.067325898488,"Porites rus","Prus",50,"digitate","tolerant",13.62288709
"D09",0.0102,0.509999999999999,0.0550266711772021,55.0266711772021,0.04385,2.1925,0.236560738345129,236.560738345129,"Porites rus","Prus",50,"digitate","tolerant",9.268232824
"D10",0.00993333333333331,0.496666666666666,0.0724718666620023,72.4718666620023,0.0435333333333333,2.17666666666667,0.317611603558977,317.611603558977,"Porites rus","Prus",50,"digitate","tolerant",6.853234083
"E01",0.00959999999999998,0.479999999999999,0.0129214301494236,12.9214301494236,0.0427833333333333,2.13916666666667,0.0575856097110598,57.5856097110598,"Pocillopora eydouxi","Peyd",50,"branching","tolerant",37.14759082
"E02",0.0100333333333333,0.501666666666666,0.0100716892386868,10.0716892386868,0.0432333333333333,2.16166666666667,0.043398607782647,43.398607782647,"Pocillopora eydouxi","Peyd",50,"branching","tolerant",49.80958554
"E03",0.00963333333333333,0.481666666666666,0.0127269325593852,12.7269325593852,0.0426166666666667,2.13083333333333,0.0563023642808788,56.3023642808788,"Pocillopora eydouxi","Peyd",50,"branching","tolerant",37.84624963
"E04",0.00893333333333331,0.446666666666666,0.0125164154002253,12.5164154002253,0.0420833333333333,2.10416666666667,0.0589625912044196,58.9625912044196,"Pocillopora eydouxi","Peyd",50,"branching","tolerant",35.68646872
"E05",0.00879999999999999,0.44,0.0179230445608579,17.9230445608579,0.0419166666666667,2.09583333333333,0.0853720777851471,85.3720777851471,"Pocillopora eydouxi","Peyd",50,"branching","tolerant",24.54940055
"E06",0.0105666666666666,0.528333333333333,0.0084770922479622,8.47709224796219,0.0449,2.245,0.0360209566498583,36.0209566498583,"Pocillopora eydouxi","Peyd",50,"branching","tolerant",62.32483001
"E07",0.00869999999999997,0.434999999999998,0.011461025979806,11.461025979806,0.0421166666666667,2.10583333333333,0.0554827828562639,55.4827828562639,"Pocillopora eydouxi","Peyd",50,"branching","tolerant",37.95471721
"E08",0.00923333333333332,0.461666666666666,0.0271904484029597,27.1904484029597,0.0411833333333333,2.05916666666667,0.121277252714284,121.277252714284,"Pocillopora eydouxi","Peyd",50,"branching","tolerant",16.97900159
"E09",0.0102333333333333,0.511666666666666,0.0100290063652389,10.0290063652389,0.0436333333333334,2.18166666666667,0.0427621150882662,42.7621150882662,"Pocillopora eydouxi","Peyd",50,"branching","tolerant",51.01868002
"E10",0.0105666666666666,0.528333333333333,0.00981149407210555,9.81149407210555,0.0439666666666667,2.19833333333333,0.0408244816438714,40.8244816438714,"Pocillopora eydouxi","Peyd",50,"branching","tolerant",53.84840774
"F01",0.0103333333333333,0.516666666666666,0.0175308145206063,17.5308145206063,0.0459333333333333,2.29666666666667,0.077927298094824,77.927298094824,"Pachyseris rugosa","Prug",50,"encrusting","sensitive",29.4719145
"F02",0.00903333333333332,0.451666666666666,0.00528352558397663,5.28352558397663,0.0454,2.27,0.0265541027504656,26.5541027504656,"Pachyseris rugosa","Prug",50,"encrusting","sensitive",85.48584832
"F03",0.0101,0.504999999999999,0.0272445307234433,27.2445307234433,0.0458666666666667,2.29333333333333,0.123724337542766,123.724337542766,"Pachyseris rugosa","Prug",50,"encrusting","sensitive",18.53583037
"F04",0.0101333333333333,0.506666666666665,0.0211893740908022,21.1893740908022,0.0446,2.23,0.0932611267549123,93.2611267549123,"Pachyseris rugosa","Prug",50,"encrusting","sensitive",23.91135597
"F05",0.0108666666666667,0.543333333333333,0.0276921160393414,27.6921160393414,0.0452,2.26,0.115185611501064,115.185611501064,"Pachyseris rugosa","Prug",50,"encrusting","sensitive",19.62050616
"F06",0.0111666666666667,0.558333333333333,0.0188527566143757,18.8527566143757,0.0475333333333333,2.37666666666667,0.0802508386032829,80.2508386032829,"Pachyseris rugosa","Prug",50,"encrusting","sensitive",29.61547453
"F07",0.0105666666666666,0.528333333333333,0.0296994706090725,29.6994706090725,0.0457333333333333,2.28666666666667,0.128541557336427,128.541557336427,"Pachyseris rugosa","Prug",50,"encrusting","sensitive",17.78931821
"F08",0.0116,0.579999999999998,0.0326565429773131,32.6565429773131,0.0477333333333333,2.38666666666667,0.134379797538829,134.379797538829,"Pachyseris rugosa","Prug",50,"encrusting","sensitive",17.76060621
"F09",0.0121,0.604999999999999,0.0189695051843985,18.9695051843985,0.0478,2.39,0.0749373841168801,74.9373841168801,"Pachyseris rugosa","Prug",50,"encrusting","sensitive",31.89329369
"F10",0.0144333333333333,0.721666666666666,0.0275861579115143,27.5861579115143,0.0505,2.525,0.0965196980044901,96.5196980044901,"Pachyseris rugosa","Prug",50,"encrusting","sensitive",26.16046312
"G01",0.00996666666666664,0.498333333333332,0.0103105199649226,10.3105199649226,0.04405,2.2025,0.0455697395774088,45.5697395774088,"Echinopora lamellosa","Elam",50,"encrusting","sensitive",48.33251233
"G02",0.0101,0.505,0.0156385135966912,15.6385135966912,0.04285,2.1425,0.0663475552097246,66.3475552097246,"Echinopora lamellosa","Elam",50,"encrusting","sensitive",32.29207155
"G03",0.00999999999999997,0.499999999999999,0.0293984254297414,29.3984254297414,0.0431833333333333,2.15916666666667,0.126952200480767,126.952200480767,"Echinopora lamellosa","Elam",50,"encrusting","sensitive",17.0077136
"G04",0.0103666666666667,0.518333333333333,0.02185809664759,21.85809664759,0.0438,2.19,0.092352215417792,92.352215417792,"Echinopora lamellosa","Elam",50,"encrusting","sensitive",23.71356215
"G05",0.0113666666666666,0.568333333333332,0.0194714825279524,19.4714825279524,0.0442,2.21,0.0757160874840613,75.7160874840613,"Echinopora lamellosa","Elam",50,"encrusting","sensitive",29.18798466
"G06",0.0112,0.559999999999999,0.0228467751957137,22.8467751957137,0.04405,2.2025,0.0898571828009992,89.8571828009992,"Echinopora lamellosa","Elam",50,"encrusting","sensitive",24.51111788
"G07",0.0111666666666666,0.558333333333332,0.0154330529657591,15.4330529657591,0.0438333333333333,2.19166666666667,0.0605804914924574,60.5804914924574,"Echinopora lamellosa","Elam",50,"encrusting","sensitive",36.17776305
"G08",0.00973333333333337,0.486666666666669,0.013744182987656,13.744182987656,0.0435,2.175,0.061425201366065,61.425201366065,"Echinopora lamellosa","Elam",50,"encrusting","sensitive",35.40891933
"G09",0.0084666666666667,0.423333333333335,0.0178808167266178,17.8808167266178,0.0428666666666667,2.14333333333334,0.0905304342930331,90.5304342930331,"Echinopora lamellosa","Elam",50,"encrusting","sensitive",23.67527948
"G10",0.00713333333333344,0.356666666666672,0.014739220198185,14.739220198185,0.0419333333333334,2.09666666666667,0.0866445748098902,86.6445748098901,"Echinopora lamellosa","Elam",50,"encrusting","sensitive",24.19847603
"H01",0.00946666666666673,0.473333333333337,0.0110937474562385,11.0937474562385,0.04555,2.2775,0.0533788940103864,53.3788940103864,"Montipora aequituberculata","Maeq",50,"plating","sensitive",42.66667645
"H02",0.00993333333333327,0.496666666666664,0.019370429736664,19.370429736664,0.0443333333333333,2.21666666666666,0.0864519179522255,86.4519179522255,"Montipora aequituberculata","Maeq",50,"plating","sensitive",25.64045679
"H03",0.00889999999999998,0.444999999999999,0.0237177287122698,23.7177287122698,0.0427666666666666,2.13833333333333,0.113969460441357,113.969460441357,"Montipora aequituberculata","Maeq",50,"plating","sensitive",18.7623362
"H04",0.0109,0.544999999999999,0.0210719454139149,21.0719454139149,0.0456,2.28,0.088154193658213,88.154193658213,"Montipora aequituberculata","Maeq",50,"plating","sensitive",25.86377239
"H05",0.0113666666666667,0.568333333333337,0.0174310176065936,17.4310176065936,0.0458,2.29,0.070235243963224,70.235243963224,"Montipora aequituberculata","Maeq",50,"plating","sensitive",32.6047134
"H06",0.0118666666666667,0.593333333333335,0.0149251217387616,14.9251217387616,0.0470666666666667,2.35333333333333,0.059197392963852,59.197392963852,"Montipora aequituberculata","Maeq",50,"plating","sensitive",39.75400293
"H07",0.0102999999999999,0.514999999999995,0.0142919769784878,14.2919769784878,0.0447166666666667,2.23583333333333,0.0620475311218173,62.0475311218173,"Montipora aequituberculata","Maeq",50,"plating","sensitive",36.03420302
"H08",0.0105666666666667,0.528333333333334,0.0126456661625334,12.6456661625334,0.0446833333333333,2.23416666666667,0.0534748122740566,53.4748122740566,"Montipora aequituberculata","Maeq",50,"plating","sensitive",41.77979448
"H09",0.00943333333333333,0.471666666666667,0.0164729000298264,16.4729000298264,0.0433333333333333,2.16666666666667,0.0756705655080362,75.6705655080362,"Montipora aequituberculata","Maeq",50,"plating","sensitive",28.63288588
"H10",0.00849999999999995,0.424999999999998,0.011371512309548,11.371512309548,0.0426666666666667,2.13333333333334,0.0570805323773395,57.0805323773395,"Montipora aequituberculata","Maeq",50,"plating","sensitive",37.37409664
"I01",0.0102666666666667,0.513333333333336,0.0220446508608594,22.0446508608594,0.04615,2.3075,0.0990935685612327,99.0935685612327,"Turbinaria frondens","Tfro",50,"plating","sensitive",23.28607228
"I02",0.0087,0.435,0.0302726643217183,30.2726643217183,0.04325,2.1625,0.150493417461416,150.493417461416,"Turbinaria frondens","Tfro",50,"plating","sensitive",14.36939925
"I03",0.00993333333333327,0.496666666666664,0.0239248865616997,23.9248865616997,0.0451166666666667,2.25583333333333,0.108665550205573,108.665550205573,"Turbinaria frondens","Tfro",50,"plating","sensitive",20.75941574
"I04",0.0106333333333333,0.531666666666667,0.0192771755422158,19.2771755422158,0.04535,2.2675,0.082215038636942,82.215038636942,"Turbinaria frondens","Tfro",50,"plating","sensitive",27.58011232
"I05",0.0106333333333333,0.531666666666667,0.0212131870003592,21.2131870003592,0.0460833333333333,2.30416666666667,0.0919348935046915,91.9348935046915,"Turbinaria frondens","Tfro",50,"plating","sensitive",25.06302644
"I06",0.00870000000000008,0.435000000000004,0.0147534267970112,14.7534267970112,0.04525,2.2625,0.0767347773062935,76.7347773062935,"Turbinaria frondens","Tfro",50,"plating","sensitive",29.48467539
"I07",0.00583333333333336,0.291666666666668,0.0190263016996247,19.0263016996247,0.0428166666666666,2.14083333333333,0.139653054475245,139.653054475245,"Turbinaria frondens","Tfro",50,"plating","sensitive",15.32965635
"I08",0.00800000000000001,0.4,0.0255300354810434,25.5300354810434,0.044,2.2,0.140415195145738,140.415195145738,"Turbinaria frondens","Tfro",50,"plating","sensitive",15.66781998
"I09",0.00940000000000007,0.470000000000004,0.0181923321604438,18.1923321604438,0.0454333333333333,2.27166666666667,0.0879296054421441,87.9296054421441,"Turbinaria frondens","Tfro",50,"plating","sensitive",25.83506039
"I10",0.00890000000000006,0.445000000000003,0.0252962728035647,25.2962728035647,0.04595,2.2975,0.130602666890314,130.602666890314,"Turbinaria frondens","Tfro",50,"plating","sensitive",17.59152439
"J01",0.00710000000000003,0.355000000000002,0.0114222147569201,11.4222147569201,0.0420166666666667,2.10083333333333,0.0675948436671255,67.5948436671255,"Acropora hyacinthus","Ahya",50,"tabular","sensitive",31.07978685
"J02",0.00876666666666666,0.438333333333333,0.0102535019110226,10.2535019110226,0.04315,2.1575,0.050468282219843,50.4682822198431,"Acropora hyacinthus","Ahya",50,"tabular","sensitive",42.74962224
"J03",0.00893333333333339,0.446666666666669,0.0105064552670644,10.5064552670644,0.0436833333333334,2.18416666666667,0.0513757821921186,51.3757821921186,"Acropora hyacinthus","Ahya",50,"tabular","sensitive",42.51354575
"J04",0.00790000000000009,0.395000000000005,0.00756672326228309,7.56672326228309,0.03815,1.9075,0.0365405686653287,36.5405686653287,"Acropora hyacinthus","Ahya",50,"tabular","sensitive",52.20225272
"J05",0.00860000000000002,0.430000000000001,0.00812448474281586,8.12448474281586,0.044,2.2,0.0415671312423136,41.5671312423136,"Acropora hyacinthus","Ahya",50,"tabular","sensitive",52.92643332
"J06",0.00656666666666661,0.32833333333333,0.0235016986122283,23.5016986122283,0.0406,2.03,0.145304918323322,145.304918323322,"Acropora hyacinthus","Ahya",50,"tabular","sensitive",13.97062139
"J07",0.00789999999999987,0.394999999999994,0.0118708950747237,11.8708950747237,0.0438333333333333,2.19166666666666,0.0658659368070122,65.8659368070122,"Acropora hyacinthus","Ahya",50,"tabular","sensitive",33.27466021
"J08",0.0074333333333334,0.37166666666667,0.0114047493879436,11.4047493879436,0.04205,2.1025,0.0645161047214832,64.5161047214832,"Acropora hyacinthus","Ahya",50,"tabular","sensitive",32.58876228
"J09",0.00780000000000003,0.390000000000001,0.0139837252686713,13.9837252686713,0.0495166666666667,2.47583333333333,0.0887727516521843,88.7727516521843,"Acropora hyacinthus","Ahya",50,"tabular","sensitive",27.88956394
"J10",0.00853333333333336,0.426666666666668,0.0168542664702179,16.8542664702179,0.0446666666666666,2.23333333333333,0.0882215510550463,88.2215510550463,"Acropora hyacinthus","Ahya",50,"tabular","sensitive",25.31505405
