sample_ID,Intercept,umol.L.sec,Temp.C,Light_level,Light_value,run_block
BLANK02_Run1_PI,99.73682177419354,0.0017733870967738636,28.64507692307692,3,98,RUN1
B01_PI,96.27636547008554,0.022665299145298294,28.648948717948716,3,98,RUN1
C01_PI,94.18849473684209,0.02290175438596588,28.704897435897436,3,98,RUN1
J01_PI,93.25070256410258,0.036970940170939756,28.662051282051284,3,98,RUN1
G01_PI,93.42961823361816,0.07052136752136935,28.62046153846154,3,98,RUN1
F01_PI,86.60893995416349,8.809778456837362e-4,28.717358974358977,3,98,RUN1
H01_PI,76.86184210526315,0.022452631578947647,28.68176923076923,3,98,RUN1
BLANK01_Run1_PI,98.99671521739138,3.7391304347653636e-4,28.660846153846155,3,98,RUN1
A01_PI,96.54411660079052,0.042887351778656234,28.79051282051282,4,198,RUN1
E01_PI,94.87367476002255,0.06312422360248542,28.71251282051282,4,198,RUN1
D01_PI,96.24992364532017,0.10102463054187297,28.768923076923077,4,198,RUN1
I01_PI,94.73976190476189,0.030274114774115027,28.74548717948718,4,198,RUN1
BLANK02_Run1_PI,99.93905237154152,0.0016314229249009887,28.686923076923076,4,198,RUN1
B01_PI,99.20903858784892,0.03848467432950211,28.67851282051282,4,198,RUN1
C01_PI,97.47983715143708,0.04164581724581874,28.70220512820513,4,198,RUN1
J01_PI,98.32537500000002,0.06947058823529313,28.679410256410257,4,198,RUN1
G01_PI,101.8602384135473,0.08510762032085442,28.62876923076923,4,198,RUN1
F01_PI,86.87576974789913,0.004786554621849017,28.721307692307693,4,198,RUN1
H01_PI,80.73329801693404,0.06353776737967909,28.68176923076923,4,198,RUN1
BLANK01_Run1_PI,98.80415555555562,-0.0019042735042748764,28.656307692307692,4,198,RUN1
A01_PI,99.38285185185183,0.05160256410256435,28.85071794871795,5,302,RUN1
E01_PI,99.14523809523806,0.08471306471306544,28.77128205128205,5,302,RUN1
D01_PI,102.95283489304816,0.1352372994652399,28.822076923076924,5,302,RUN1
I01_PI,96.67917799847208,0.03026921313980196,28.79651282051282,5,302,RUN1
BLANK02_Run1_PI,99.98849535603715,-0.004835913312692999,28.75048717948718,5,302,RUN1
B01_PI,101.5088960777125,0.04256304985337432,28.7355641025641,5,302,RUN1
C01_PI,100.30137931034483,0.04790695128626165,28.764871794871794,5,302,RUN1
J01_PI,102.9525315789473,0.08179473684210636,28.749435897435898,5,302,RUN1
G01_PI,107.48089504273509,0.0794147008547004,28.694410256410254,5,302,RUN1
F01_PI,87.16582000000002,0.0056799999999993965,28.76846153846154,5,302,RUN1
H01_PI,85.03337661947661,0.08631544401544453,28.738923076923076,5,302,RUN1
BLANK01_Run1_PI,98.72683743842374,-0.004764532019706008,28.694897435897435,5,302,RUN1
A01_PI,103.09663064516124,0.04994596774193607,28.813044444444444,6,404,RUN1
E01_PI,105.5508034188034,0.09152991452991438,28.7198,6,404,RUN1
D01_PI,113.18769950738915,0.14427192118226673,28.782622222222223,6,404,RUN1
I01_PI,98.66469477351914,0.023988327526132426,28.759,6,404,RUN1
BLANK02_Run1_PI,99.61762979373566,-0.001609320091672567,28.706688888888888,6,404,RUN1
B01_PI,104.50701754385967,0.04193551446183003,28.696844444444444,6,404,RUN1
C01_PI,103.60860222672065,0.049591295546558466,28.783044444444446,6,404,RUN1
J01_PI,109.0859573144573,0.08469884169884205,28.782644444444443,6,404,RUN1
G01_PI,113.30108753623206,0.07844695652173618,28.70428888888889,6,404,RUN1
F01_PI,86.97305714285709,-0.01589950738916167,28.769066666666667,6,404,RUN1
H01_PI,91.20953092501362,0.08946989600437986,28.73357777777778,6,404,RUN1
BLANK01_Run1_PI,98.31209401709395,-0.00661843711843591,28.664555555555555,6,404,RUN1
A01_PI,106.67541754385967,0.0517403508771928,28.84948717948718,7,502,RUN1
E01_PI,112.41376594202904,0.09445217391304159,28.750641025641027,7,502,RUN1
D01_PI,123.97756923076928,0.14065641025640963,28.81946153846154,7,502,RUN1
I01_PI,100.46870674486803,0.0175903592375371,28.780615384615384,7,502,RUN1
BLANK02_Run1_PI,99.55237944664036,-0.006003952569171324,28.729871794871794,7,502,RUN1
B01_PI,107.52144444444444,0.041651614668856744,28.723358974358973,7,502,RUN1
C01_PI,107.39912005503959,0.04427038183694472,28.819794871794873,7,502,RUN1
J01_PI,115.33366449275357,0.08381826086956581,28.831871794871795,7,502,RUN1
G01_PI,118.81231789949179,0.06907227555053676,28.746,7,502,RUN1
F01_PI,85.83961986161988,-0.021599511599511952,28.805256410256412,7,502,RUN1
H01_PI,97.48472478632478,0.07965982905982952,28.754358974358976,7,502,RUN1
BLANK01_Run1_PI,97.92468421052622,-0.006954385964910033,28.681615384615384,7,502,RUN1
A01_PI,110.10010737856878,0.0507078976640711,28.861214285714286,8,604,RUN1
E01_PI,119.18959893048137,0.09933689839572077,28.749333333333333,8,604,RUN1
D01_PI,134.00748108413322,0.14698870694522992,28.825785714285715,8,604,RUN1
I01_PI,101.74854545454546,0.016666007905138093,28.7725,8,604,RUN1
BLANK02_Run1_PI,99.22573016741438,-0.005124849545902552,28.732380952380954,8,604,RUN1
B01_PI,110.33101196581204,0.038505982905982214,28.71904761904762,8,604,RUN1
C01_PI,110.7729539884135,0.0464027406417117,28.837690476190478,8,604,RUN1
J01_PI,121.05060030557667,0.08312666157372225,28.861071428571428,8,604,RUN1
G01_PI,123.48854789915961,0.0648011204481799,28.763666666666666,8,604,RUN1
F01_PI,84.02517965367971,-0.033162337662339475,28.825880952380952,8,604,RUN1
H01_PI,103.27660136752141,0.07587931623931565,28.768476190476193,8,604,RUN1
BLANK01_Run1_PI,97.53931092436974,-0.007663865546217825,28.675166666666666,8,604,RUN1
