date ,start_time,stop_time,colony_number,site,sample_ID,SGD_dil,FileID_csv,light_dark,run_block,blank ,chamber_channel,date_coral_collected,date_water_collected,color_code ,new_colonynumber
6/10/23,11:00,11:57,6,Cabral ,Cabral_Col6_Dil5_Light,5,Cabral_Day3_Col6_Dil5_Light_06102023_O2.csv,LIGHT,RUN8,0,5,,6/7/23,light_green,14
6/10/23,11:00,11:57,6,Cabral ,Cabral_Col6_Dil6_Light,6,Cabral_Day3_Col6_Dil6_Light_06102023_O2.csv,LIGHT,RUN8,0,6,,6/7/23,light_green,14
6/10/23,11:00,11:57,6,Cabral ,Cabral_Col6_Dil7_Light,7,Cabral_Day3_Col6_Dil7_Light_06102023_O2.csv,LIGHT,RUN8,0,7,,6/7/23,light_green,14
6/10/23,11:00,11:57,6,Cabral ,Cabral_Col6_Dil8_Light,8,Cabral_Day3_Col6_Dil8_Light_06102023_O2.csv,LIGHT,RUN8,0,9,,6/7/23,light_green,14
6/10/23,11:00,11:57,6,Cabral ,Cabral_Col6_Dil9_Light,9,Cabral_Day3_Col6_Dil9_Light_06102023_O2.csv,LIGHT,RUN8,0,10,,6/7/23,light_green,14
6/10/23,12:40,13:11,6,Cabral ,Cabral_Col6_Dil1_Dark,1,Cabral_Day3_Col6_Dil1_Dark_06102023_O2.csv,DARK,RUN8,0,1,,6/7/23,light_green,14
6/10/23,12:40,13:11,6,Cabral ,Cabral_Col6_Dil2_Dark,2,Cabral_Day3_Col6_Dil2_Dark_06102023_O2.csv,DARK,RUN8,0,2,,6/7/23,light_green,14
6/10/23,12:40,13:11,6,Cabral ,Cabral_Col6_Dil3_Dark,3,Cabral_Day3_Col6_Dil3_Dark_06102023_O2.csv,DARK,RUN8,0,3,,6/7/23,light_green,14
6/10/23,12:40,13:11,6,Cabral ,Cabral_Col6_Dil4_Dark,4,Cabral_Day3_Col6_Dil4_Dark_06102023_O2.csv,DARK,RUN8,0,4,,6/7/23,light_green,14
6/10/23,12:40,13:11,6,Cabral ,Cabral_Col6_Dil5_Dark,5,Cabral_Day3_Col6_Dil5_Dark_06102023_O2.csv,DARK,RUN8,0,5,,6/7/23,light_green,14
6/10/23,12:40,13:11,6,Cabral ,Cabral_Col6_Dil6_Dark,6,Cabral_Day3_Col6_Dil6_Dark_06102023_O2.csv,DARK,RUN8,0,6,,6/7/23,light_green,14
6/10/23,12:40,13:11,6,Cabral ,Cabral_Col6_Dil7_Dark,7,Cabral_Day3_Col6_Dil7_Dark_06102023_O2.csv,DARK,RUN8,0,7,,6/7/23,light_green,14
6/10/23,12:40,13:11,6,Cabral ,Cabral_Col6_Dil8_Dark,8,Cabral_Day3_Col6_Dil8_Dark_06102023_O2.csv,DARK,RUN8,0,9,,6/7/23,light_green,14
6/10/23,12:40,13:11,6,Cabral ,Cabral_Col6_Dil9_Dark,9,Cabral_Day3_Col6_Dil9_Dark_06102023_O2.csv,DARK,RUN8,0,10,,6/7/23,light_green,14
6/10/23,13:40,14:40,BLANK,Cabral ,Cabral_BlankD3_Dil1_Light,1,Cabral_Day3_Blank_Dil1_Light_06102023_O2.csv,LIGHT,RUN9,1,1,,6/7/23,N/A,BLANK
6/10/23,13:40,14:40,BLANK,Cabral ,Cabral_BlankD3_Dil2_Light,2,Cabral_Day3_Blank_Dil2_Light_06102023_O2.csv,LIGHT,RUN9,1,2,,6/7/23,N/A,BLANK
6/10/23,13:40,14:40,BLANK,Cabral ,Cabral_BlankD3_Dil3_Light,3,Cabral_Day3_Blank_Dil3_Light_06102023_O2.csv,LIGHT,RUN9,1,3,,6/7/23,N/A,BLANK
6/10/23,13:40,14:40,BLANK,Cabral ,Cabral_BlankD3_Dil4_Light,4,Cabral_Day3_Blank_Dil4_Light_06102023_O2.csv,LIGHT,RUN9,1,4,,6/7/23,N/A,BLANK
6/10/23,13:40,14:40,BLANK,Cabral ,Cabral_BlankD3_Dil5_Light,5,Cabral_Day3_Blank_Dil5_Light_06102023_O2.csv,LIGHT,RUN9,1,5,,6/7/23,N/A,BLANK
6/10/23,13:40,14:40,BLANK,Cabral ,Cabral_BlankD3_Dil6_Light,6,Cabral_Day3_Blank_Dil6_Light_06102023_O2.csv,LIGHT,RUN9,1,6,,6/7/23,N/A,BLANK
6/10/23,13:40,14:40,BLANK,Cabral ,Cabral_BlankD3_Dil7_Light,7,Cabral_Day3_Blank_Dil7_Light_06102023_O2.csv,LIGHT,RUN9,1,7,,6/7/23,N/A,BLANK
6/10/23,13:40,14:40,BLANK,Cabral ,Cabral_BlankD3_Dil8_Light,8,Cabral_Day3_Blank_Dil8_Light_06102023_O2.csv,LIGHT,RUN9,1,9,,6/7/23,N/A,BLANK
6/10/23,13:40,14:40,BLANK,Cabral ,Cabral_BlankD3_Dil9_Light,9,Cabral_Day3_Blank_Dil9_Light_06102023_O2.csv,LIGHT,RUN9,1,10,,6/7/23,N/A,BLANK
6/10/23,15:10,15:43,BLANK,Cabral ,Cabral_BlankD3_Dil1_Dark,1,Cabral_Day3_Blank_Dil1_Dark_06102023_O2.csv,DARK,RUN9,1,1,,6/7/23,N/A,BLANK
6/10/23,15:10,15:43,BLANK,Cabral ,Cabral_BlankD3_Dil2_Dark,2,Cabral_Day3_Blank_Dil2_Dark_06102023_O2.csv,DARK,RUN9,1,2,,6/7/23,N/A,BLANK
6/10/23,15:10,15:43,BLANK,Cabral ,Cabral_BlankD3_Dil3_Dark,3,Cabral_Day3_Blank_Dil3_Dark_06102023_O2.csv,DARK,RUN9,1,3,,6/7/23,N/A,BLANK
6/10/23,15:10,15:43,BLANK,Cabral ,Cabral_BlankD3_Dil4_Dark,4,Cabral_Day3_Blank_Dil4_Dark_06102023_O2.csv,DARK,RUN9,1,4,,6/7/23,N/A,BLANK
6/10/23,15:10,15:43,BLANK,Cabral ,Cabral_BlankD3_Dil5_Dark,5,Cabral_Day3_Blank_Dil5_Dark_06102023_O2.csv,DARK,RUN9,1,5,,6/7/23,N/A,BLANK
6/10/23,15:10,15:43,BLANK,Cabral ,Cabral_BlankD3_Dil6_Dark,6,Cabral_Day3_Blank_Dil6_Dark_06102023_O2.csv,DARK,RUN9,1,6,,6/7/23,N/A,BLANK
6/10/23,15:10,15:43,BLANK,Cabral ,Cabral_BlankD3_Dil7_Dark,7,Cabral_Day3_Blank_Dil7_Dark_06102023_O2.csv,DARK,RUN9,1,7,,6/7/23,N/A,BLANK
6/10/23,15:10,15:43,BLANK,Cabral ,Cabral_BlankD3_Dil8_Dark,8,Cabral_Day3_Blank_Dil8_Dark_06102023_O2.csv,DARK,RUN9,1,9,,6/7/23,N/A,BLANK
6/10/23,15:10,15:43,BLANK,Cabral ,Cabral_BlankD3_Dil9_Dark,9,Cabral_Day3_Blank_Dil9_Dark_06102023_O2.csv,DARK,RUN9,1,10,,6/7/23,N/A,BLANK
6/11/23,8:15,9:14,7,Cabral ,Cabral_Col7_Dil1_Light,1,Cabral_Day4_Col7_Dil1_Light_06112023_O2.csv,LIGHT,RUN10,0,1,,6/7/23,purple,15
6/11/23,8:15,9:14,7,Cabral ,Cabral_Col7_Dil2_Light,2,Cabral_Day4_Col7_Dil2_Light_06112023_O2.csv,LIGHT,RUN10,0,2,,6/7/23,purple,15
6/11/23,8:15,9:14,7,Cabral ,Cabral_Col7_Dil3_Light,3,Cabral_Day4_Col7_Dil3_Light_06112023_O2.csv,LIGHT,RUN10,0,3,,6/7/23,purple,15
6/11/23,8:15,9:14,7,Cabral ,Cabral_Col7_Dil4_Light,4,Cabral_Day4_Col7_Dil4_Light_06112023_O2.csv,LIGHT,RUN10,0,4,,6/7/23,purple,15
6/11/23,8:15,9:14,7,Cabral ,Cabral_Col7_Dil5_Light,5,Cabral_Day4_Col7_Dil5_Light_06112023_O2.csv,LIGHT,RUN10,0,5,,6/7/23,purple,15
6/11/23,8:15,9:14,7,Cabral ,Cabral_Col7_Dil6_Light,6,Cabral_Day4_Col7_Dil6_Light_06112023_O2.csv,LIGHT,RUN10,0,6,,6/7/23,purple,15
6/11/23,8:15,9:14,7,Cabral ,Cabral_Col7_Dil7_Light,7,Cabral_Day4_Col7_Dil7_Light_06112023_O2.csv,LIGHT,RUN10,0,7,,6/7/23,purple,15
6/11/23,8:15,9:14,7,Cabral ,Cabral_Col7_Dil8_Light,8,Cabral_Day4_Col7_Dil8_Light_06112023_O2.csv,LIGHT,RUN10,0,9,,6/7/23,purple,15
6/11/23,8:15,9:14,7,Cabral ,Cabral_Col7_Dil9_Light,9,Cabral_Day4_Col7_Dil9_Light_06112023_O2.csv,LIGHT,RUN10,0,10,,6/7/23,purple,15
6/11/23,9:55,10:29,7,Cabral ,Cabral_Col7_Dil1_Dark,1,Cabral_Day4_Col7_Dil1_Dark_06112023_O2.csv,DARK,RUN10,0,1,,6/7/23,purple,15
6/11/23,9:55,10:29,7,Cabral ,Cabral_Col7_Dil2_Dark,2,Cabral_Day4_Col7_Dil2_Dark_06112023_O2.csv,DARK,RUN10,0,2,,6/7/23,purple,15
6/11/23,9:55,10:29,7,Cabral ,Cabral_Col7_Dil3_Dark,3,Cabral_Day4_Col7_Dil3_Dark_06112023_O2.csv,DARK,RUN10,0,3,,6/7/23,purple,15
6/11/23,9:55,10:29,7,Cabral ,Cabral_Col7_Dil4_Dark,4,Cabral_Day4_Col7_Dil4_Dark_06112023_O2.csv,DARK,RUN10,0,4,,6/7/23,purple,15
6/11/23,9:55,10:29,7,Cabral ,Cabral_Col7_Dil5_Dark,5,Cabral_Day4_Col7_Dil5_Dark_06112023_O2.csv,DARK,RUN10,0,5,,6/7/23,purple,15
6/11/23,9:55,10:29,7,Cabral ,Cabral_Col7_Dil6_Dark,6,Cabral_Day4_Col7_Dil6_Dark_06112023_O2.csv,DARK,RUN10,0,6,,6/7/23,purple,15
6/11/23,9:55,10:29,7,Cabral ,Cabral_Col7_Dil7_Dark,7,Cabral_Day4_Col7_Dil7_Dark_06112023_O2.csv,DARK,RUN10,0,7,,6/7/23,purple,15
6/11/23,9:55,10:29,7,Cabral ,Cabral_Col7_Dil8_Dark,8,Cabral_Day4_Col7_Dil8_Dark_06112023_O2.csv,DARK,RUN10,0,9,,6/7/23,purple,15
6/11/23,9:55,10:29,7,Cabral ,Cabral_Col7_Dil9_Dark,9,Cabral_Day4_Col7_Dil9_Dark_06112023_O2.csv,DARK,RUN10,0,10,,6/7/23,purple,15
6/11/23,10:58,12:03,8,Cabral ,Cabral_Col8_Dil1_Light,1,Cabral_Day4_Col8_Dil1_Light_06112023_O2.csv,LIGHT,RUN11,0,1,,6/7/23,yellow,16
6/11/23,10:58,12:03,8,Cabral ,Cabral_Col8_Dil2_Light,2,Cabral_Day4_Col8_Dil2_Light_06112023_O2.csv,LIGHT,RUN11,0,2,,6/7/23,yellow,16
6/11/23,10:58,12:03,8,Cabral ,Cabral_Col8_Dil3_Light,3,Cabral_Day4_Col8_Dil3_Light_06112023_O2.csv,LIGHT,RUN11,0,3,,6/7/23,yellow,16
6/11/23,10:58,12:03,8,Cabral ,Cabral_Col8_Dil4_Light,4,Cabral_Day4_Col8_Dil4_Light_06112023_O2.csv,LIGHT,RUN11,0,4,,6/7/23,yellow,16
6/11/23,10:58,12:03,8,Cabral ,Cabral_Col8_Dil5_Light,5,Cabral_Day4_Col8_Dil5_Light_06112023_O2.csv,LIGHT,RUN11,0,5,,6/7/23,yellow,16
6/11/23,10:58,12:03,8,Cabral ,Cabral_Col8_Dil6_Light,6,Cabral_Day4_Col8_Dil6_Light_06112023_O2.csv,LIGHT,RUN11,0,6,,6/7/23,yellow,16
6/11/23,10:58,12:03,8,Cabral ,Cabral_Col8_Dil7_Light,7,Cabral_Day4_Col8_Dil7_Light_06112023_O2.csv,LIGHT,RUN11,0,7,,6/7/23,yellow,16
6/11/23,10:58,12:03,8,Cabral ,Cabral_Col8_Dil8_Light,8,Cabral_Day4_Col8_Dil8_Light_06112023_O2.csv,LIGHT,RUN11,0,9,,6/7/23,yellow,16
6/11/23,10:58,12:03,8,Cabral ,Cabral_Col8_Dil9_Light,9,Cabral_Day4_Col8_Dil9_Light_06112023_O2.csv,LIGHT,RUN11,0,10,,6/7/23,yellow,16
6/11/23,12:41,13:14,8,Cabral ,Cabral_Col8_Dil1_Dark,1,Cabral_Day4_Col8_Dil1_Dark_06112023_O2.csv,DARK,RUN11,0,1,,6/7/23,yellow,16
6/11/23,12:41,13:14,8,Cabral ,Cabral_Col8_Dil2_Dark,2,Cabral_Day4_Col8_Dil2_Dark_06112023_O2.csv,DARK,RUN11,0,2,,6/7/23,yellow,16
6/11/23,12:41,13:14,8,Cabral ,Cabral_Col8_Dil3_Dark,3,Cabral_Day4_Col8_Dil3_Dark_06112023_O2.csv,DARK,RUN11,0,3,,6/7/23,yellow,16
6/11/23,12:41,13:14,8,Cabral ,Cabral_Col8_Dil4_Dark,4,Cabral_Day4_Col8_Dil4_Dark_06112023_O2.csv,DARK,RUN11,0,4,,6/7/23,yellow,16
6/11/23,12:41,13:14,8,Cabral ,Cabral_Col8_Dil5_Dark,5,Cabral_Day4_Col8_Dil5_Dark_06112023_O2.csv,DARK,RUN11,0,5,,6/7/23,yellow,16
6/11/23,12:41,13:14,8,Cabral ,Cabral_Col8_Dil6_Dark,6,Cabral_Day4_Col8_Dil6_Dark_06112023_O2.csv,DARK,RUN11,0,6,,6/7/23,yellow,16
6/11/23,12:41,13:14,8,Cabral ,Cabral_Col8_Dil7_Dark,7,Cabral_Day4_Col8_Dil7_Dark_06112023_O2.csv,DARK,RUN11,0,7,,6/7/23,yellow,16
6/11/23,12:41,13:14,8,Cabral ,Cabral_Col8_Dil8_Dark,8,Cabral_Day4_Col8_Dil8_Dark_06112023_O2.csv,DARK,RUN11,0,9,,6/7/23,yellow,16
6/11/23,12:41,13:14,8,Cabral ,Cabral_Col8_Dil9_Dark,9,Cabral_Day4_Col8_Dil9_Dark_06112023_O2.csv,DARK,RUN11,0,10,,6/7/23,yellow,16
6/11/23,13:36,14:35,BLANK,Cabral ,Cabral_BlankD4_Dil1_Light,1,Cabral_Day4_Blank_Dil1_Light_06112023_O2.csv,LIGHT,RUN12,1,1,,6/7/23,N/A,BLANK
6/11/23,13:37,14:35,BLANK,Cabral ,Cabral_BlankD4_Dil2_Light,2,Cabral_Day4_Blank_Dil2_Light_06112023_O2.csv,LIGHT,RUN12,1,2,,6/7/23,N/A,BLANK
6/11/23,13:37,14:35,BLANK,Cabral ,Cabral_BlankD4_Dil3_Light,3,Cabral_Day4_Blank_Dil3_Light_06112023_O2.csv,LIGHT,RUN12,1,3,,6/7/23,N/A,BLANK
6/11/23,13:37,14:35,BLANK,Cabral ,Cabral_BlankD4_Dil4_Light,4,Cabral_Day4_Blank_Dil4_Light_06112023_O2.csv,LIGHT,RUN12,1,4,,6/7/23,N/A,BLANK
6/11/23,13:37,14:35,BLANK,Cabral ,Cabral_BlankD4_Dil5_Light,5,Cabral_Day4_Blank_Dil5_Light_06112023_O2.csv,LIGHT,RUN12,1,5,,6/7/23,N/A,BLANK
6/11/23,13:37,14:35,BLANK,Cabral ,Cabral_BlankD4_Dil6_Light,6,Cabral_Day4_Blank_Dil6_Light_06112023_O2.csv,LIGHT,RUN12,1,6,,6/7/23,N/A,BLANK
6/11/23,13:37,14:35,BLANK,Cabral ,Cabral_BlankD4_Dil7_Light,7,Cabral_Day4_Blank_Dil7_Light_06112023_O2.csv,LIGHT,RUN12,1,7,,6/7/23,N/A,BLANK
6/11/23,13:37,14:35,BLANK,Cabral ,Cabral_BlankD4_Dil8_Light,8,Cabral_Day4_Blank_Dil8_Light_06112023_O2.csv,LIGHT,RUN12,1,9,,6/7/23,N/A,BLANK
6/11/23,13:37,14:35,BLANK,Cabral ,Cabral_BlankD4_Dil9_Light,9,Cabral_Day4_Blank_Dil9_Light_06112023_O2.csv,LIGHT,RUN12,1,10,,6/7/23,N/A,BLANK
6/11/23,15:13,15:45,BLANK,Cabral ,Cabral_BlankD4_Dil1_Dark,1,Cabral_Day4_Blank_Dil1_Dark_06112023_O2.csv,DARK,RUN12,1,1,,6/7/23,N/A,BLANK
6/11/23,15:13,15:45,BLANK,Cabral ,Cabral_BlankD4_Dil2_Dark,2,Cabral_Day4_Blank_Dil2_Dark_06112023_O2.csv,DARK,RUN12,1,2,,6/7/23,N/A,BLANK
6/11/23,15:13,15:45,BLANK,Cabral ,Cabral_BlankD4_Dil3_Dark,3,Cabral_Day4_Blank_Dil3_Dark_06112023_O2.csv,DARK,RUN12,1,3,,6/7/23,N/A,BLANK
6/11/23,15:13,15:45,BLANK,Cabral ,Cabral_BlankD4_Dil4_Dark,4,Cabral_Day4_Blank_Dil4_Dark_06112023_O2.csv,DARK,RUN12,1,4,,6/7/23,N/A,BLANK
6/11/23,15:13,15:45,BLANK,Cabral ,Cabral_BlankD4_Dil5_Dark,5,Cabral_Day4_Blank_Dil5_Dark_06112023_O2.csv,DARK,RUN12,1,5,,6/7/23,N/A,BLANK
6/11/23,15:13,15:45,BLANK,Cabral ,Cabral_BlankD4_Dil6_Dark,6,Cabral_Day4_Blank_Dil6_Dark_06112023_O2.csv,DARK,RUN12,1,6,,6/7/23,N/A,BLANK
6/11/23,15:13,15:45,BLANK,Cabral ,Cabral_BlankD4_Dil7_Dark,7,Cabral_Day4_Blank_Dil7_Dark_06112023_O2.csv,DARK,RUN12,1,7,,6/7/23,N/A,BLANK
6/11/23,15:13,15:45,BLANK,Cabral ,Cabral_BlankD4_Dil8_Dark,8,Cabral_Day4_Blank_Dil8_Dark_06112023_O2.csv,DARK,RUN12,1,9,,6/7/23,N/A,BLANK
6/11/23,15:13,15:45,BLANK,Cabral ,Cabral_BlankD4_Dil9_Dark,9,Cabral_Day4_Blank_Dil9_Dark_06112023_O2.csv,DARK,RUN12,1,10,,6/7/23,N/A,BLANK
6/12/23,7:52,8:49,9,Cabral ,Cabral_Col9_Dil1_Light,1,Cabral_Day5_Col9_Dil1_Light_06122023_O2.csv,LIGHT,RUN13,0,1,,6/7/23,blue,17
6/12/23,7:52,8:49,9,Cabral ,Cabral_Col9_Dil2_Light,2,Cabral_Day5_Col9_Dil2_Light_06122023_O2.csv,LIGHT,RUN13,0,2,,6/7/23,blue,17
6/12/23,7:52,8:49,9,Cabral ,Cabral_Col9_Dil3_Light,3,Cabral_Day5_Col9_Dil3_Light_06122023_O2.csv,LIGHT,RUN13,0,3,,6/7/23,blue,17
6/12/23,7:52,8:49,9,Cabral ,Cabral_Col9_Dil4_Light,4,Cabral_Day5_Col9_Dil4_Light_06122023_O2.csv,LIGHT,RUN13,0,4,,6/7/23,blue,17
6/12/23,7:52,8:49,9,Cabral ,Cabral_Col9_Dil5_Light,5,Cabral_Day5_Col9_Dil5_Light_06122023_O2.csv,LIGHT,RUN13,0,5,,6/7/23,blue,17
6/12/23,7:52,8:49,9,Cabral ,Cabral_Col9_Dil6_Light,6,Cabral_Day5_Col9_Dil6_Light_06122023_O2.csv,LIGHT,RUN13,0,6,,6/7/23,blue,17
6/12/23,7:52,8:49,9,Cabral ,Cabral_Col9_Dil7_Light,7,Cabral_Day5_Col9_Dil7_Light_06122023_O2.csv,LIGHT,RUN13,0,7,,6/7/23,blue,17
6/12/23,7:52,8:49,9,Cabral ,Cabral_Col9_Dil8_Light,8,Cabral_Day5_Col9_Dil8_Light_06122023_O2.csv,LIGHT,RUN13,0,9,,6/7/23,blue,17
6/12/23,7:52,8:49,9,Cabral ,Cabral_Col9_Dil9_Light,9,Cabral_Day5_Col9_Dil9_Light_06122023_O2.csv,LIGHT,RUN13,0,10,,6/7/23,blue,17
6/12/23,9:42,10:10,9,Cabral ,Cabral_Col9_Dil1_Dark,1,Cabral_Day5_Col9_Dil1_Dark_06122023_O2.csv,DARK,RUN13,0,1,,6/7/23,blue,17
6/12/23,9:42,10:10,9,Cabral ,Cabral_Col9_Dil2_Dark,2,Cabral_Day5_Col9_Dil2_Dark_06122023_O2.csv,DARK,RUN13,0,2,,6/7/23,blue,17
6/12/23,9:42,10:10,9,Cabral ,Cabral_Col9_Dil3_Dark,3,Cabral_Day5_Col9_Dil3_Dark_06122023_O2.csv,DARK,RUN13,0,3,,6/7/23,blue,17
6/12/23,9:42,10:10,9,Cabral ,Cabral_Col9_Dil4_Dark,4,Cabral_Day5_Col9_Dil4_Dark_06122023_O2.csv,DARK,RUN13,0,4,,6/7/23,blue,17
6/12/23,9:42,10:10,9,Cabral ,Cabral_Col9_Dil5_Dark,5,Cabral_Day5_Col9_Dil5_Dark_06122023_O2.csv,DARK,RUN13,0,5,,6/7/23,blue,17
6/12/23,9:42,10:10,9,Cabral ,Cabral_Col9_Dil6_Dark,6,Cabral_Day5_Col9_Dil6_Dark_06122023_O2.csv,DARK,RUN13,0,6,,6/7/23,blue,17
6/12/23,9:42,10:10,9,Cabral ,Cabral_Col9_Dil7_Dark,7,Cabral_Day5_Col9_Dil7_Dark_06122023_O2.csv,DARK,RUN13,0,7,,6/7/23,blue,17
6/12/23,9:42,10:10,9,Cabral ,Cabral_Col9_Dil8_Dark,8,Cabral_Day5_Col9_Dil8_Dark_06122023_O2.csv,DARK,RUN13,0,9,,6/7/23,blue,17
6/12/23,9:42,10:10,9,Cabral ,Cabral_Col9_Dil9_Dark,9,Cabral_Day5_Col9_Dil9_Dark_06122023_O2.csv,DARK,RUN13,0,10,,6/7/23,blue,17
6/12/23,10:39,11:40,10,Cabral ,Cabral_Col10_Dil1_Light,1,Cabral_Day5_Col10_Dil1_Light_06122023_O2.csv,LIGHT,RUN14,0,1,,6/7/23,tan,18
6/12/23,10:39,11:40,10,Cabral ,Cabral_Col10_Dil2_Light,2,Cabral_Day5_Col10_Dil2_Light_06122023_O2.csv,LIGHT,RUN14,0,2,,6/7/23,tan,18
6/12/23,10:39,11:40,10,Cabral ,Cabral_Col10_Dil3_Light,3,Cabral_Day5_Col10_Dil3_Light_06122023_O2.csv,LIGHT,RUN14,0,3,,6/7/23,tan,18
6/12/23,10:39,11:40,10,Cabral ,Cabral_Col10_Dil4_Light,4,Cabral_Day5_Col10_Dil4_Light_06122023_O2.csv,LIGHT,RUN14,0,4,,6/7/23,tan,18
6/12/23,10:39,11:40,10,Cabral ,Cabral_Col10_Dil5_Light,5,Cabral_Day5_Col10_Dil5_Light_06122023_O2.csv,LIGHT,RUN14,0,5,,6/7/23,tan,18
6/12/23,10:39,11:40,10,Cabral ,Cabral_Col10_Dil6_Light,6,Cabral_Day5_Col10_Dil6_Light_06122023_O2.csv,LIGHT,RUN14,0,6,,6/7/23,tan,18
6/12/23,10:39,11:40,10,Cabral ,Cabral_Col10_Dil7_Light,7,Cabral_Day5_Col10_Dil7_Light_06122023_O2.csv,LIGHT,RUN14,0,7,,6/7/23,tan,18
6/12/23,10:39,11:40,10,Cabral ,Cabral_Col10_Dil8_Light,8,Cabral_Day5_Col10_Dil8_Light_06122023_O2.csv,LIGHT,RUN14,0,9,,6/7/23,tan,18
6/12/23,10:39,11:40,10,Cabral ,Cabral_Col10_Dil9_Light,9,Cabral_Day5_Col10_Dil9_Light_06122023_O2.csv,LIGHT,RUN14,0,10,,6/7/23,tan,18
6/12/23,12:28,12:56,10,Cabral ,Cabral_Col10_Dil1_Dark,1,Cabral_Day5_Col10_Dil1_Dark_06122023_O2.csv,DARK,RUN14,0,1,,6/7/23,tan,18
