date,species,sample_ID,frag_ID,light_dark,run_block,SA_cm2,mmol.cm2.hr,chamber_channel,Temp.C,mmol.cm2.hr_uncorr,Light_level,Light_value
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,1,0.0011175915789473645,1,28.84948717948718,0.0011175915789473645,7,502
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,1,0.0044203617391303475,2,28.750641025641027,0.0044203617391303475,7,502
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,1,0.006076356923076898,3,28.81946153846154,0.006076356923076898,7,502
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,1,6.332529325513357e-4,4,28.780615384615384,6.332529325513357e-4,7,502
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,1,0.0011995665024630742,6,28.723358974358973,0.0011995665024630742,7,502
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,1,0.0019124804953560119,7,28.819794871794873,0.0019124804953560119,7,502
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,1,0.0021122201739130586,8,28.831871794871795,0.0021122201739130586,7,502
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,1,0.0027352621118012553,9,28.746,0.0027352621118012553,7,502
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,1,-7.775824175824302e-4,10,28.805256410256412,-7.775824175824302e-4,7,502
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,1,0.0034413046153846357,11,28.754358974358976,0.0034413046153846357,7,502
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,1,0.0010952905895439359,1,28.861214285714286,0.0010952905895439359,8,604
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,1,0.004648966844919732,2,28.749333333333333,0.004648966844919732,8,604
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,1,0.0063499121400339325,3,28.825785714285715,0.0063499121400339325,8,604
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,1,5.999762845849713e-4,4,28.7725,5.999762845849713e-4,8,604
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,1,0.0011089723076922878,6,28.71904761904762,0.0011089723076922878,8,604
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,1,0.0020045983957219455,7,28.83769047619048,0.0020045983957219455,8,604
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,1,0.002094791871657801,8,28.861071428571428,0.002094791871657801,8,604
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,1,0.0025661243697479236,9,28.763666666666666,0.0025661243697479236,8,604
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,1,-0.001193844155844221,10,28.825880952380952,-0.001193844155844221,8,604
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,1,0.0032779864615384365,11,28.768476190476193,0.0032779864615384365,8,604
