sample_ID,Intercept,umol.L.sec,Temp.C,Light_level,Light_value,run_block
I01_PI,188.47012421695942,0.002974323911382836,28.798552631578946,5,302,RUN1
BLANK02_Run1_PI,195.30469458128076,-3.429392446633413e-4,28.753384615384615,5,302,RUN1
B01_PI,198.10691322901855,0.0038356330014224327,28.735076923076925,5,302,RUN1
C01_PI,195.43317518796994,0.004590075187969866,28.762179487179488,5,302,RUN1
J01_PI,200.22783907396948,0.007930293619424123,28.74786842105263,5,302,RUN1
G01_PI,209.40587871387874,0.007931807081807065,28.695052631578946,5,302,RUN1
F01_PI,170.42236615384618,3.713846153845687e-4,28.770500000000002,5,302,RUN1
H01_PI,165.44584032258066,0.008250887096774191,28.74078947368421,5,302,RUN1
BLANK01_Run1_PI,193.2555363190732,-3.0698529411776613e-4,28.699128205128204,5,302,RUN1
A01_PI,200.9334859584859,0.004780647130647154,28.81202222222222,6,404,RUN1
E01_PI,205.31728547008558,0.009374376068376013,28.72073333333333,6,404,RUN1
D01_PI,219.38075517241364,0.014474310344827712,28.784577777777777,6,404,RUN1
I01_PI,192.64870243902425,0.002357108013937361,28.75775,6,404,RUN1
BLANK02_Run1_PI,195.12374999999997,-2.6540322580642493e-4,28.70757777777778,6,404,RUN1
B01_PI,204.17776205128217,0.004050564102564025,28.69837777777778,6,404,RUN1
C01_PI,201.9575398671097,0.004804401993355454,28.782577777777778,6,404,RUN1
J01_PI,212.23787580645154,0.008292782258064551,28.782363636363637,6,404,RUN1
G01_PI,221.3627958211142,0.00736302236070393,28.70490909090909,6,404,RUN1
F01_PI,170.15138477951638,-0.0012045163584637382,28.768977272727273,6,404,RUN1
H01_PI,177.6112630769231,0.008876846153846098,28.728136363636363,6,404,RUN1
BLANK01_Run1_PI,192.86805535190612,-6.01640395894372e-4,28.66368888888889,6,404,RUN1
A01_PI,207.4504330886504,0.005210643704122037,28.853410256410257,7,502,RUN1
E01_PI,218.35132608695656,0.010129199604743025,28.74746153846154,7,502,RUN1
D01_PI,240.10411497326209,0.014440541443850192,28.822589743589745,7,502,RUN1
I01_PI,196.22899999999996,0.0017674019607843625,28.778526315789474,7,502,RUN1
BLANK02_Run1_PI,194.58008644358645,-1.326319176318975e-4,28.73123076923077,7,502,RUN1
B01_PI,209.8225871014494,0.004194521739130313,28.723589743589745,7,502,RUN1
C01_PI,209.0333855394882,0.0046251056729700755,28.817820512820514,7,502,RUN1
J01_PI,224.0041565249267,0.008567916055718475,28.83213157894737,7,502,RUN1
G01_PI,231.67049480021882,0.0070921045429667385,28.746342105263157,7,502,RUN1
F01_PI,168.133131054131,-0.002143620268620242,28.80665789473684,7,502,RUN1
H01_PI,189.94627016129039,0.007723286290322514,28.755684210526315,7,502,RUN1
BLANK01_Run1_PI,191.98232286096277,-4.591911764707738e-4,28.681051282051282,7,502,RUN1
A01_PI,214.17975769794722,0.005111070381231683,28.86138095238095,8,604,RUN1
E01_PI,231.9386799656797,0.009755727155727353,28.751666666666665,8,604,RUN1
D01_PI,259.92483353683343,0.01448437118437126,28.82759523809524,8,604,RUN1
I01_PI,198.72853208255174,0.0016106941838648177,28.771390243902438,8,604,RUN1
BLANK02_Run1_PI,194.22763423423422,-5.298648648648325e-4,28.731357142857142,8,604,RUN1
B01_PI,215.52365675213673,0.0036593675213675344,28.720142857142857,8,604,RUN1
C01_PI,215.77584769230765,0.004434076923076888,28.83685714285714,8,604,RUN1
J01_PI,235.28122934362924,0.008119221364221463,28.85948780487805,8,604,RUN1
G01_PI,241.04015042016803,0.006246932773109261,28.75958536585366,8,604,RUN1
F01_PI,164.50044334975374,-0.0029460591133005027,28.824439024390244,8,604,RUN1
H01_PI,201.2958192815249,0.007432166422287435,28.76487804878049,8,604,RUN1
BLANK01_Run1_PI,191.29791744066057,-6.477296181631887e-4,28.676261904761905,8,604,RUN1
G02_PI,191.12094891774893,-0.0032973376623376916,28.419236842105263,1,0,RUN2
H02_PI,189.52959232072263,-0.004825042348955269,28.368921052631578,1,0,RUN2
J02_PI,191.2344620689655,-0.0034249014778324977,28.424131578947367,1,0,RUN2
BLANK01_Run2_PI,194.55599452991447,-6.558803418802501e-4,28.367763157894736,1,0,RUN2
D02_PI,191.02225073313787,-0.008193062683284479,28.22517948717949,1,0,RUN2
C02_PI,188.85214285714284,-0.007027443609022514,28.355447368421054,1,0,RUN2
I02_PI,184.05275401069528,-0.007017580213903838,28.402947368421053,1,0,RUN2
A02_PI,195.20070562770573,-0.0025051948051949464,28.435552631578947,1,0,RUN2
E02_PI,185.73242615384612,-0.010424538461538436,28.333837837837837,1,0,RUN2
B02_PI,186.86579064039407,-0.0026826354679802696,28.451783783783785,1,0,RUN2
BLANK02_Run2_PI,194.90159457478003,-5.299761730204794e-4,28.370837837837836,1,0,RUN2
F02_PI,192.7025727536233,-0.00467458695652185,28.31783783783784,1,0,RUN2
G02_PI,186.9143641536273,0.0024031294452347336,28.490954545454546,2,51,RUN2
H02_PI,184.01253594771245,-1.4509803921572396e-4,28.431772727272726,2,51,RUN2
J02_PI,186.7549805718474,-3.0694648093834037e-4,28.501,2,51,RUN2
BLANK01_Run2_PI,193.91241176470587,-1.484593837534931e-4,28.449477272727272,2,51,RUN2
D02_PI,181.6456268373637,-0.0013521929824561576,28.39017777777778,2,51,RUN2
C02_PI,181.16497420718824,-0.0025374348132488097,28.43315909090909,2,51,RUN2
I02_PI,174.99821652421647,8.056166056166578e-4,28.47806818181818,2,51,RUN2
A02_PI,192.31537316715537,-8.117760263929148e-4,28.458318181818182,2,51,RUN2
E02_PI,173.75298043478261,-0.001169956521739129,28.391159090909092,2,51,RUN2
B02_PI,183.7293657657657,-3.6460746460685825e-5,28.488454545454545,2,51,RUN2
BLANK02_Run2_PI,194.33284345569135,-2.2846496106772668e-4,28.437386363636364,2,51,RUN2
F02_PI,186.77362156448214,0.002479039565086019,28.38565909090909,2,51,RUN2
G02_PI,190.0014912891986,0.005098954703832749,28.5325,3,100,RUN2
H02_PI,184.16216934046346,0.0030693850267379304,28.4645,3,100,RUN2
J02_PI,186.24416944232235,0.0016927883880825472,28.53122727272727,3,100,RUN2
BLANK01_Run2_PI,193.68837436476576,-2.4398644833436049e-4,28.47740909090909,3,100,RUN2
D02_PI,180.161310694184,0.0031973639774858322,28.43113333333333,3,100,RUN2
C02_PI,177.90654210526304,0.001080087719298381,28.451613636363636,3,100,RUN2
I02_PI,175.9606614035086,0.004173070175438734,28.508931818181818,3,100,RUN2
A02_PI,191.32843128964063,-2.909241920871367e-5,28.468681818181818,3,100,RUN2
E02_PI,172.52384768574234,0.0030148101542838944,28.417590909090908,3,100,RUN2
B02_PI,183.81623487179496,0.0011011282051281498,28.498795454545455,3,100,RUN2
BLANK02_Run2_PI,193.97272307692322,-3.7546153846168003e-4,28.459522727272727,3,100,RUN2
F02_PI,189.95720018761727,0.004550136022514063,28.4065,3,100,RUN2
G02_PI,196.37613086770983,0.006258463726884746,28.608236842105264,4,197,RUN2
H02_PI,187.94794088669946,0.005018226600985276,28.52536842105263,4,197,RUN2
J02_PI,188.2402435500518,0.004133694530443601,28.595710526315788,4,197,RUN2
BLANK01_Run2_PI,193.18096336996354,-2.235347985349442e-4,28.554184210526316,4,197,RUN2
D02_PI,184.080833427442,0.008472840203275123,28.49897435897436,4,197,RUN2
C02_PI,178.98081201201202,0.004216936936936939,28.514,4,197,RUN2
I02_PI,181.17112307692315,0.008428529914529841,28.562605263157895,4,197,RUN2
A02_PI,191.29832457580724,0.0013985495347565394,28.51442105263158,4,197,RUN2
E02_PI,176.33338268716585,0.010282870989304724,28.475052631578947,4,197,RUN2
B02_PI,185.17532406015036,0.0032896240601504043,28.550026315789474,4,197,RUN2
BLANK02_Run2_PI,193.4649107692308,-4.767307692308382e-4,28.51365789473684,4,197,RUN2
F02_PI,195.62725123152708,0.006352684729064068,28.46365789473684,4,197,RUN2
G02_PI,204.21958181818204,0.005987272727272517,28.646772727272726,5,301,RUN2
H02_PI,193.9616592741934,0.005579334677419434,28.55202272727273,5,301,RUN2
J02_PI,193.11337366946773,0.006132577030812364,28.629613636363636,5,301,RUN2
BLANK01_Run2_PI,192.73183837535004,-4.4799719887949057e-4,28.591977272727274,5,301,RUN2
D02_PI,194.45268721804504,0.011764774436090298,28.539844444444444,5,301,RUN2
C02_PI,184.33456993835946,0.006273020388809832,28.547272727272727,5,301,RUN2
I02_PI,191.02904457088658,0.009272818871503144,28.621,5,301,RUN2
A02_PI,193.06071784345912,0.0027161877394637165,28.56134090909091,5,301,RUN2
E02_PI,188.50507028265847,0.014540389610389658,28.526045454545454,5,301,RUN2
B02_PI,189.07269229055277,0.004516811497326048,28.600068181818184,5,301,RUN2
BLANK02_Run2_PI,192.85329435897444,-4.307350427351089e-4,28.566477272727273,5,301,RUN2
F02_PI,203.07715889992363,0.006812108479755531,28.525,5,301,RUN2
G02_PI,219.12078,0.006642891304347817,28.76851219512195,6,397,RUN2
H02_PI,205.65472717834623,0.005608231368186946,28.68041463414634,6,397,RUN2
J02_PI,206.89680492610836,0.006935123152709346,28.75029268292683,6,397,RUN2
BLANK01_Run2_PI,191.532880131363,-5.462233169130609e-4,28.714048780487804,6,397,RUN2
D02_PI,221.40721884164202,0.012287307551319814,28.676785714285714,6,397,RUN2
C02_PI,198.49256330645144,0.00637687500000014,28.673926829268293,6,397,RUN2
I02_PI,211.2220482758621,0.009176157635467976,28.77309756097561,6,397,RUN2
A02_PI,199.46352410256412,0.002879675213675214,28.701146341463414,6,397,RUN2
E02_PI,222.1132988405799,0.01628828260869545,28.67109756097561,6,397,RUN2
B02_PI,198.9889216166109,0.004478598442714288,28.73658536585366,6,397,RUN2
BLANK02_Run2_PI,191.63365546218478,-5.968601986248186e-4,28.70987804878049,6,397,RUN2
F02_PI,216.95576615384613,0.00690865384615383,28.678658536585367,6,397,RUN2
G02_PI,228.2008153225808,0.006650766129032155,28.85731707317073,7,500,RUN2
H02_PI,213.2523594771242,0.00547941176470586,28.75909756097561,7,500,RUN2
J02_PI,216.4118314529915,0.007223863247863212,28.82978048780488,7,500,RUN2
BLANK01_Run2_PI,190.600309090909,-5.311229946523292e-4,28.782048780487806,7,500,RUN2
D02_PI,238.5476027501909,0.013135599694423331,28.76292857142857,7,500,RUN2
C02_PI,207.35001581027674,0.006250889328063147,28.750268292682925,7,500,RUN2
I02_PI,223.56229467468805,0.008954562165775393,28.84812195121951,7,500,RUN2
A02_PI,203.46226896551727,0.0035818472906403893,28.77151219512195,7,500,RUN2
E02_PI,244.53315860145847,0.017244214929215063,28.745878048780487,7,500,RUN2
B02_PI,205.2405478372432,0.004936143695014835,28.80890243902439,7,500,RUN2
BLANK02_Run2_PI,190.76916017316043,-7.180519480521922e-4,28.780634146341463,7,500,RUN2
F02_PI,225.18297430830054,0.00655755928853734,28.75729268292683,7,500,RUN2
G02_PI,236.10217272727272,0.006366818181818285,28.85819512195122,8,602,RUN2
H02_PI,219.8568629032257,0.003990221774193649,28.743463414634146,8,602,RUN2
J02_PI,225.51079838709674,0.00546028225806454,28.822951219512195,8,602,RUN2
BLANK01_Run2_PI,189.71306486042687,-9.781198686370386e-4,28.752609756097563,8,602,RUN2
D02_PI,254.3941957671958,0.013325396825396784,28.757357142857142,8,602,RUN2
C02_PI,214.92612615384618,0.0063123589743589534,28.731414634146343,8,602,RUN2
I02_PI,234.37049028592364,0.008534393328445869,28.844439024390244,8,602,RUN2
A02_PI,207.73606119658123,0.0035045982905982653,28.75748780487805,8,602,RUN2
E02_PI,265.41349122807003,0.01818903508771953,28.736634146341462,8,602,RUN2
B02_PI,210.92011850203932,0.005097786429365953,28.8,8,602,RUN2
BLANK02_Run2_PI,189.8721466666668,-5.006956521740139e-4,28.771390243902438,8,602,RUN2
F02_PI,231.89056134453776,0.005659915966386603,28.752219512195122,8,602,RUN2
J03_PI,184.20413793103458,-0.007687733990147863,28.539953488372092,1,0,RUN3
H03_PI,184.78599775910345,-0.007697366946778592,28.450488372093023,1,0,RUN3
D04_PI,186.45103004926105,-0.005430714285714262,28.513279069767442,1,0,RUN3
E03_PI,182.00286535303772,-0.009077599890530894,28.50172093023256,1,0,RUN3
G03_PI,188.13747807486627,-0.004934469060351377,28.423909090909092,1,0,RUN3
BLANK01_Run3_PI,195.75562267206476,-9.994635627530112e-4,28.427295454545455,1,0,RUN3
BLANK02_Run3_PI,194.13680030030037,-9.054954954955092e-4,28.516159090909092,1,0,RUN3
C03_PI,183.02416154188955,-0.009511998663101675,28.506627906976743,1,0,RUN3
F03_PI,187.31523044397466,-0.006396466324373309,28.39493023255814,1,0,RUN3
I03_PI,181.08630168855535,-0.007861937148217616,28.49802325581395,1,0,RUN3
A03_PI,186.76768870967732,-0.00430850806451606,28.44532558139535,1,0,RUN3
B03_PI,190.0099800853484,-0.005940552394499684,28.40457142857143,1,0,RUN3
J03_PI,174.23417112299452,-7.351031321618553e-4,28.528024390243903,2,51,RUN3
H03_PI,174.7498316602315,0.00182736164736176,28.450341463414635,2,51,RUN3
D04_PI,178.98664884135468,-0.001174264705882326,28.509536585365854,2,51,RUN3
E03_PI,170.3101319838057,-0.00214374493927128,28.485928571428573,2,51,RUN3
G03_PI,181.68698116688105,0.00019899613899624767,28.424857142857142,2,51,RUN3
BLANK01_Run3_PI,194.15995967741935,-7.381048387096835e-4,28.422853658536585,2,51,RUN3
BLANK02_Run3_PI,192.73956206756202,-5.957570207569976e-4,28.540048780487805,2,51,RUN3
C03_PI,169.94021428571415,-0.0021807142857140386,28.509452380952382,2,51,RUN3
F03_PI,177.98940512820528,-0.0030397948717949775,28.415714285714287,2,51,RUN3
I03_PI,170.93713333333324,-0.001304912280701645,28.506595238095237,2,51,RUN3
A03_PI,180.5508992495309,-0.0022885834896810018,28.45102380952381,2,51,RUN3
B03_PI,182.0402336134454,-7.688655462185015e-4,28.417317073170732,2,51,RUN3
J03_PI,173.02144840525324,0.0031111350844277687,28.57139024390244,3,100,RUN3
H03_PI,176.10636907675192,0.005522747497219149,28.489926829268292,3,100,RUN3
D04_PI,177.5843830769232,0.0011813076923075513,28.54729268292683,3,100,RUN3
E03_PI,167.67310000000003,0.0016301612903225557,28.52654761904762,3,100,RUN3
G03_PI,181.85143842364528,0.002838232074439015,28.463785714285713,3,100,RUN3
BLANK01_Run3_PI,193.07423225806457,-8.796975806451628e-4,28.467951219512194,3,100,RUN3
BLANK02_Run3_PI,191.9183181818183,-7.414031620554463e-4,28.582073170731707,3,100,RUN3
C03_PI,167.2373142857143,0.002979761904761904,28.55161904761905,3,100,RUN3
F03_PI,174.35206451612885,-7.836968475071715e-4,28.45804761904762,3,100,RUN3
I03_PI,169.6147826086956,0.0027096837944664406,28.547238095238097,3,100,RUN3
A03_PI,177.88424240150104,-9.642589118199742e-4,28.490571428571428,3,100,RUN3
B03_PI,180.84223086956527,0.0018883043478260153,28.451365853658537,3,100,RUN3
J03_PI,176.8602264264264,0.008075785070785076,28.614756097560974,4,200,RUN3
H03_PI,182.9391654411765,0.007029495320855575,28.528365853658535,4,200,RUN3
D04_PI,179.2112815384616,0.004955115384615313,28.58629268292683,4,200,RUN3
E03_PI,170.18150935960603,0.006872315270935864,28.57204761904762,4,200,RUN3
G03_PI,185.57870279146132,0.0042560207991243154,28.49797619047619,4,200,RUN3
BLANK01_Run3_PI,191.96881064425787,-0.001035350140056134,28.50409756097561,4,200,RUN3
BLANK02_Run3_PI,190.90669929551362,-8.274860956618754e-4,28.633951219512195,4,200,RUN3
C03_PI,170.59661400560216,0.010057577030812379,28.600738095238096,4,200,RUN3
F03_PI,173.4242885375496,0.0032486660079049864,28.511785714285715,4,200,RUN3
I03_PI,173.32515523300222,0.006382146676852611,28.59559523809524,4,200,RUN3
A03_PI,176.64065818815325,0.0017441289198606672,28.535809523809522,4,200,RUN3
B03_PI,183.1430274926685,0.006513480571847621,28.506560975609755,4,200,RUN3
J03_PI,187.798236453202,0.010257019704433493,28.680842105263157,5,297,RUN3
H03_PI,192.4648276923077,0.007080730769230747,28.590447368421053,5,297,RUN3
D04_PI,186.040816912972,0.006405213464696329,28.647736842105264,5,297,RUN3
E03_PI,180.1386386913229,0.010623992413466109,28.636717948717948,5,297,RUN3
G03_PI,190.96047093596053,0.004760295566502551,28.55551282051282,5,297,RUN3
BLANK01_Run3_PI,190.5686844919786,-8.908326967150179e-4,28.562,5,297,RUN3
BLANK02_Run3_PI,189.72840711462447,-6.030632411067147e-4,28.680236842105263,5,297,RUN3
C03_PI,184.7874492307694,0.012294341880341769,28.64853846153846,5,297,RUN3
F03_PI,177.8855614035087,0.004436842105263237,28.55448717948718,5,297,RUN3
I03_PI,181.52279032258062,0.006793548387096805,28.640564102564102,5,297,RUN3
A03_PI,178.95620307692306,0.003215384615384609,28.58074358974359,5,297,RUN3
B03_PI,191.96436307692312,0.007367461538461491,28.559578947368422,5,297,RUN3
J03_PI,200.47559901477825,0.011498669950739,28.747045454545454,6,398,RUN3
H03_PI,201.17131799853368,0.006634200879765471,28.655409090909092,6,398,RUN3
D04_PI,193.82803743842348,0.007841157635468146,28.711613636363637,6,398,RUN3
E03_PI,193.13109415081038,0.012710472163495445,28.711755555555555,6,398,RUN3
G03_PI,196.6923832442068,0.004617914438502623,28.605555555555554,6,398,RUN3
BLANK01_Run3_PI,189.35612643678152,-8.99562123699985e-4,28.62652272727273,6,398,RUN3
BLANK02_Run3_PI,188.69972727272733,-5.798701298701669e-4,28.729340909090908,6,398,RUN3
C03_PI,199.8126915708812,0.015107772304324049,28.695800000000002,6,398,RUN3
F03_PI,183.48520737880736,0.006233314028314038,28.60628888888889,6,398,RUN3
I03_PI,189.46482323232323,0.0067868181818181795,28.696755555555555,6,398,RUN3
A03_PI,182.87788571428555,0.00499789915966397,28.640755555555554,6,398,RUN3
B03_PI,200.88750246305406,0.008238054187192211,28.61268181818182,6,398,RUN3
J03_PI,215.81566498599437,0.011844005602240902,28.70006818181818,7,499,RUN3
H03_PI,209.7214183615591,0.0061615185155173184,28.59977272727273,7,499,RUN3
D04_PI,203.8566909090909,0.008527662337662337,28.66784090909091,7,499,RUN3
E03_PI,210.04750439174342,0.013977252964426918,28.677755555555557,7,499,RUN3
G03_PI,202.63656599190287,0.004771295546558658,28.539955555555554,7,499,RUN3
BLANK01_Run3_PI,188.0464540089539,-7.421550671549987e-4,28.58565909090909,7,499,RUN3
BLANK02_Run3_PI,187.79505215759855,-5.415290806754411e-4,28.672409090909092,7,499,RUN3
C03_PI,219.1230853540971,0.015113303670745294,28.6338,7,499,RUN3
F03_PI,191.71240801327647,0.00684453532479845,28.5514,7,499,RUN3
I03_PI,198.35287419354853,0.0066772983870966585,28.63728888888889,7,499,RUN3
A03_PI,189.4014337662339,0.006292337662337515,28.591977777777778,7,499,RUN3
B03_PI,211.73451493598859,0.008294321953532536,28.559045454545455,7,499,RUN3
J03_PI,232.24695031712488,0.011252642706131018,28.747196428571428,8,601,RUN3
H03_PI,217.93778918801564,0.004896862787668253,28.65232142857143,8,601,RUN3
D04_PI,215.2491084693877,0.00802921938775513,28.714589285714286,8,601,RUN3
E03_PI,229.2578674838113,0.013908660962072132,28.719438596491226,8,601,RUN3
G03_PI,208.94815610073826,0.004521298306556619,28.56956140350877,8,601,RUN3
BLANK01_Run3_PI,186.92744422130562,-9.44341619626608e-4,28.606125,8,601,RUN3
BLANK02_Run3_PI,186.87660129509712,-7.975485661424759e-4,28.693446428571427,8,601,RUN3
C03_PI,240.25531854838724,0.013720060483870904,28.66261403508772,8,601,RUN3
F03_PI,201.06646392229422,0.007102705827937067,28.577649122807017,8,601,RUN3
I03_PI,207.39372360703808,0.0062156158357771695,28.679070175438596,8,601,RUN3
A03_PI,197.7125561913695,0.00688619606003758,28.63080701754386,8,601,RUN3
B03_PI,222.9349825641028,0.008462666666666558,28.587,8,601,RUN3
