date,species,sample_ID,frag_ID,light_dark,run_block,SA_cm2,umol.cm2.hr,chamber_channel,Temp.C,umol.cm2.hr_uncorr,Light_level,Light_value
2025-07-31,Peyo,E03_PI,E03,LIGHT,RUN3,30.9745094897605,-0.43695551875694827,4,28.50172093023256,-0.4895387564460201,1,0
2025-07-31,Elam,G03_PI,G03,LIGHT,RUN3,22.8904846410261,-0.28970820479441106,5,28.423909090909092,-0.3608617876190984,1,0
2025-07-31,Fcom,C03_PI,C03,LIGHT,RUN3,38.7395120477003,-0.3477717805569907,8,28.506627906976743,-0.3898151597507452,1,0
2025-07-31,Prug,F03_PI,F03,LIGHT,RUN3,18.9856518017006,-0.47334880103102206,9,28.39493023255814,-0.5591367429892009,1,0
2025-07-31,Tfro,I03_PI,I03,LIGHT,RUN3,23.4711052102722,-0.48530428459162356,10,28.49802325581395,-0.5546976932194226,1,0
2025-07-31,Pcyl,A03_PI,A03,LIGHT,RUN3,11.6002857698063,-0.48802725749171094,11,28.44532558139535,-0.6284324188060845,1,0
2025-07-31,Mvie,B03_PI,B03,LIGHT,RUN3,24.1251009064012,-0.3402603289551801,12,28.40457142857143,-0.40777258521978815,1,0
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,13.5814141956406,0.0799581924534472,1,28.771384615384616,0.06533333905289433,2,51
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,22.4183316506502,-0.0709207671552432,2,28.693641025641025,-0.07978075703667895,2,51
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,29.1752237696791,0.008118630738757389,3,28.74894871794872,0.0013105872717572378,2,51
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,17.2693118772257,-0.09738609721662732,4,28.749,-0.10888778257592495,2,51
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,13.4601857251386,0.0462253099046421,6,28.66597435897436,0.03146873851406524,2,51
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,19.5407505876832,0.029348746550848334,7,28.699461538461534,0.01918402996577365,2,51
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,19.4578047920765,0.029520424750364115,8,28.651236842105263,0.019312377454899693,2,51
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,21.3815092055678,0.2692621858689897,9,28.620578947368426,0.2599725613773889,2,51
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,23.308403841967,-0.1068703266162118,10,28.73931578947369,-0.11539198227869879,2,51
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,31.3381949012663,-0.10414037646162369,11,28.709973684210528,-0.11047852683082078,2,51
2025-07-31,Elam,G02_PI,G02,LIGHT,RUN2,13.4091421586116,0.32726667256197417,1,28.490954545454542,0.3032330460249347,2,51
2025-07-31,Maeq,H02_PI,H02,LIGHT,RUN2,33.1725730733351,0.0024085725861411086,2,28.43177272727273,-0.007306390257099757,2,51
2025-07-31,Ahya,J02_PI,J02,LIGHT,RUN2,18.1466231769109,-0.010556128950336632,3,28.501,-0.028315373283584695,2,51
2025-07-31,Prus,D02_PI,D02,LIGHT,RUN2,25.8573919454156,-0.07394764999597744,5,28.39017777777778,-0.08641102277164055,2,51
2025-07-31,Fcom,C02_PI,C02,LIGHT,RUN2,24.0900084544137,-0.16143026718336673,6,28.43315909090909,-0.17480802566078632,2,51
2025-07-31,Tfro,I02_PI,I02,LIGHT,RUN2,30.8022374527315,0.05377438623623245,7,28.47806818181818,0.043311824374721815,2,51
2025-07-31,Pcyl,A02_PI,A02,LIGHT,RUN2,9.31927639062511,-0.11217715739134948,8,28.458318181818186,-0.14675820224010366,2,51
2025-07-31,Peyo,E02_PI,E02,LIGHT,RUN2,44.9732076098262,-0.03563326344534335,9,28.391159090909092,-0.04279909243441751,2,51
2025-07-31,Mvie,B02_PI,B02,LIGHT,RUN2,14.5959050803673,0.017879844136796115,10,28.488454545454545,-0.00419965782266943,2,51
2025-07-31,Prug,F02_PI,F02,LIGHT,RUN2,14.6469486468945,0.3053320288471368,12,28.38565909090909,0.2833294723699233,2,51
2025-07-31,Ahya,J03_PI,J03,LIGHT,RUN3,27.5258785262712,-0.0037543800709290646,1,28.528024390243903,-0.04518636883581242,2,51
2025-07-31,Maeq,H03_PI,H03,LIGHT,RUN3,36.4329808852555,0.1149040836612081,2,28.450341463414635,0.0836013502001216,2,51
2025-07-31,Prus,D04_PI,D04,LIGHT,RUN3,13.7728275701173,-0.056850613601674475,3,28.509536585365858,-0.13965509830446957,2,51
2025-07-31,Peyo,E03_PI,E03,LIGHT,RUN3,30.9745094897605,-0.07878929148245259,4,28.485928571428573,-0.11560833748610347,2,51
2025-07-31,Elam,G03_PI,G03,LIGHT,RUN3,22.8904846410261,0.06437484612635372,5,28.424857142857142,0.014552751586686076,2,51
2025-07-31,Fcom,C03_PI,C03,LIGHT,RUN3,38.7395120477003,-0.0599297716320462,8,28.509452380952386,-0.08936875600644317,2,51
2025-07-31,Prug,F03_PI,F03,LIGHT,RUN3,18.9856518017006,-0.2056495989796459,9,28.415714285714287,-0.2657187449724034,2,51
2025-07-31,Tfro,I03_PI,I03,LIGHT,RUN3,23.4711052102722,-0.04347826137097652,10,28.506595238095237,-0.09206787313518479,2,51
2025-07-31,Pcyl,A03_PI,A03,LIGHT,RUN3,11.6002857698063,-0.23549690317171,11,28.45102380952381,-0.33380929930357317,2,51
2025-07-31,Mvie,B03_PI,B03,LIGHT,RUN3,24.1251009064012,-0.005504203079150341,12,28.417317073170732,-0.05277662255083065,2,51
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,13.5814141956406,0.24523892007188414,1,28.763153846153845,0.2410942243097967,3,98
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,22.4183316506502,0.13381218205916406,2,28.684897435897437,0.13130125347014066,3,98
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,29.1752237696791,0.23267633129504078,3,28.73728205128205,0.23074692604679972,3,98
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,17.2693118772257,0.04118211431132435,4,28.731315789473683,0.03792252700060697,3,98
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,13.4601857251386,0.247930268995312,6,28.65112820512821,0.24374824424399705,3,98
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,19.5407505876832,0.18889049341174152,7,28.70202564102564,0.18600980417684043,3,98
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,19.4578047920765,0.310887982826149,8,28.661263157894737,0.30799501363145604,3,98
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,21.3815092055678,0.5456619353925971,9,28.6205,0.5430292479934696,3,98
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,23.308403841967,0.015325996777358233,10,28.719263157894737,0.01291095239072916,3,98
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,31.3381949012663,0.12366100655224867,11,28.6835,0.12186476940339006,3,98
2025-07-31,Elam,G02_PI,G02,LIGHT,RUN2,13.4091421586116,0.6828967341296159,1,28.5325,0.6433992015920497,3,100
2025-07-31,Maeq,H02_PI,H02,LIGHT,RUN2,33.1725730733351,0.17052426909628743,2,28.4645,0.1545584280522491,3,100
2025-07-31,Ahya,J02_PI,J02,LIGHT,RUN2,18.1466231769109,0.18534334226106583,3,28.53122727272727,0.1561573045312201,3,100
2025-07-31,Prus,D02_PI,D02,LIGHT,RUN2,25.8573919454156,0.22480814296272486,5,28.43113333333333,0.2043254883381344,3,100
2025-07-31,Fcom,C02_PI,C02,LIGHT,RUN2,24.0900084544137,0.0963943874097209,6,28.451613636363636,0.0744090058058561,3,100
2025-07-31,Tfro,I02_PI,I02,LIGHT,RUN2,30.8022374527315,0.2415484346114396,7,28.508931818181814,0.22435396847814748,3,100
2025-07-31,Pcyl,A02_PI,A02,LIGHT,RUN2,9.31927639062511,0.05157193548967547,8,28.468681818181818,-0.005259518639467353,3,100
2025-07-31,Peyo,E02_PI,E02,LIGHT,RUN2,44.9732076098262,0.12206364603042123,9,28.417590909090908,0.11028712269889669,3,100
2025-07-31,Mvie,B02_PI,B02,LIGHT,RUN2,14.5959050803673,0.16311730955105186,10,28.498795454545455,0.1268312398764136,3,100
2025-07-31,Prug,F02_PI,F02,LIGHT,RUN2,14.6469486468945,0.5561947356268239,12,28.4065,0.5200351203049726,3,100
2025-07-31,Ahya,J03_PI,J03,LIGHT,RUN3,27.5258785262712,0.24159380386401952,1,28.57139024390244,0.19123969314286096,3,100
2025-07-31,Maeq,H03_PI,H03,LIGHT,RUN3,36.4329808852555,0.29070793566771325,2,28.489926829268292,0.2526643525918647,3,100
2025-07-31,Prus,D04_PI,D04,LIGHT,RUN3,13.7728275701173,0.24112863666531065,3,28.54729268292683,0.14049271946147562,3,100
2025-07-31,Peyo,E03_PI,E03,LIGHT,RUN3,30.9745094897605,0.13265948749639364,4,28.52654761904762,0.08791168816587586,3,100
2025-07-31,Elam,G03_PI,G03,LIGHT,RUN3,22.8904846410261,0.2681132236326829,5,28.463785714285713,0.2075622498658431,3,100
2025-07-31,Fcom,C03_PI,C03,LIGHT,RUN3,38.7395120477003,0.15789334484847029,8,28.55161904761905,0.12211485767231857,3,100
2025-07-31,Prug,F03_PI,F03,LIGHT,RUN3,18.9856518017006,0.004499073709888013,9,28.45804761904762,-0.06850559052212267,3,100
2025-07-31,Tfro,I03_PI,I03,LIGHT,RUN3,23.4711052102722,0.2502343816376823,10,28.547238095238097,0.19118129817221274,3,100
2025-07-31,Pcyl,A03_PI,A03,LIGHT,RUN3,11.6002857698063,-0.02116197382217374,11,28.490571428571428,-0.14064533505252083,3,100
2025-07-31,Mvie,B03_PI,B03,LIGHT,RUN3,24.1251009064012,0.18706960656945576,12,28.451365853658537,0.12961736459183745,3,100
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,13.5814141956406,0.5793562499782695,1,28.789538461538463,0.5344701518928979,4,198
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,22.4183316506502,0.4735015929804552,2,28.711615384615385,0.44630881613945855,4,198
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,29.1752237696791,0.5462826500895376,3,28.762307692307697,0.5253876367543824,4,198
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,17.2693118772257,0.33087526352630375,4,28.74313157894737,0.29557468559606614,4,198
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,13.4601857251386,0.5059327257925148,6,28.678102564102563,0.4606423633731429,4,198
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,19.5407505876832,0.3771813233303275,7,28.70353846153846,0.3459841240729032,4,198
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,19.4578047920765,0.5956215498851238,8,28.67536842105263,0.5642913614986195,4,198
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,21.3815092055678,0.6817258178555272,9,28.625868421052633,0.6532144212154417,4,198
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,23.308403841967,0.054660173110069765,10,28.71613157894737,0.028505800041161336,4,198
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,31.3381949012663,0.3454321549636691,11,28.681763157894736,0.32597932139606145,4,198
2025-07-31,Elam,G02_PI,G02,LIGHT,RUN2,13.4091421586116,0.8343596893812892,1,28.608236842105264,0.7897090284100182,4,197
2025-07-31,Maeq,H02_PI,H02,LIGHT,RUN2,33.1725730733351,0.2707409146366406,2,28.52536842105263,0.2526920566503719,4,197
2025-07-31,Ahya,J02_PI,J02,LIGHT,RUN2,18.1466231769109,0.4143212558669668,3,28.595710526315788,0.38132740050320174,4,197
2025-07-31,Prus,D02_PI,D02,LIGHT,RUN2,25.8573919454156,0.5646063703234361,5,28.49897435897436,0.5414514031982269,4,197
2025-07-31,Fcom,C02_PI,C02,LIGHT,RUN2,24.0900084544137,0.31536541862808465,6,28.514,0.29051166809608564,4,197
2025-07-31,Tfro,I02_PI,I02,LIGHT,RUN2,30.8022374527315,0.47257516994468596,7,28.562605263157895,0.4531373917196937,4,197
2025-07-31,Pcyl,A02_PI,A02,LIGHT,RUN2,9.31927639062511,0.317085060334747,8,28.51442105263158,0.25283897133130845,4,197
2025-07-31,Peyo,E02_PI,E02,LIGHT,RUN2,44.9732076098262,0.3894786994961145,9,28.475052631578947,0.37616572734535947,4,197
2025-07-31,Mvie,B02_PI,B02,LIGHT,RUN2,14.5959050803673,0.41992894559234534,10,28.550026315789474,0.37890873772287365,4,197
2025-07-31,Prug,F02_PI,F02,LIGHT,RUN2,14.6469486468945,0.7669256967917798,12,28.46365789473684,0.7260484414074858,4,197
2025-07-31,Ahya,J03_PI,J03,LIGHT,RUN3,27.5258785262712,0.5542767075261821,1,28.614756097560974,0.49641388654414614,4,200
2025-07-31,Maeq,H03_PI,H03,LIGHT,RUN3,36.4329808852555,0.36531426907555986,2,28.528365853658535,0.32159769846183134,4,200
2025-07-31,Prus,D04_PI,D04,LIGHT,RUN3,13.7728275701173,0.7049535712335997,3,28.58629268292683,0.5893110153800285,4,200
2025-07-31,Peyo,E03_PI,E03,LIGHT,RUN3,30.9745094897605,0.4220322008466851,4,28.57204761904762,0.3706116938628565,4,200
2025-07-31,Elam,G03_PI,G03,LIGHT,RUN3,22.8904846410261,0.3808265284016383,5,28.49797619047619,0.31124630733963904,4,200
2025-07-31,Fcom,C03_PI,C03,LIGHT,RUN3,38.7395120477003,0.4532874408442385,8,28.600738095238096,0.41217373296950427,4,200
2025-07-31,Prug,F03_PI,F03,LIGHT,RUN3,18.9856518017006,0.3678678594343757,9,28.511785714285715,0.28397687701383906,4,200
2025-07-31,Tfro,I03_PI,I03,LIGHT,RUN3,23.4711052102722,0.5181502860412502,10,28.59559523809524,0.45029131786442,4,200
2025-07-31,Pcyl,A03_PI,A03,LIGHT,RUN3,11.6002857698063,0.3916964809410038,11,28.53580952380952,0.2543959856648871,4,200
2025-07-31,Mvie,B03_PI,B03,LIGHT,RUN3,24.1251009064012,0.5131190479387373,12,28.506560975609755,0.4470996357208058,4,200
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,13.5814141956406,0.650895461837158,1,28.848358974358973,0.6099803205526655,5,302
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,22.4183316506502,0.6468107887740445,2,28.769589743589744,0.6220236864455921,5,302
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,29.1752237696791,0.7674238288835071,3,28.823538461538465,0.7483773432405981,5,302
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,17.2693118772257,0.3204935869860409,4,28.798552631578943,0.2883159597239686,5,302
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,13.4601857251386,0.5203607012322345,6,28.735076923076925,0.47907705983195037,5,302
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,19.5407505876832,0.41996456416257766,7,28.762179487179488,0.3915273002937014,5,302
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,19.4578047920765,0.715221697379278,8,28.74786842105263,0.6866632095850057,5,302
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,21.3815092055678,0.6456502156785785,9,28.695052631578942,0.6196611484282113,5,302
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,23.308403841967,0.050513254137622476,10,28.7705,0.02667269068997317,5,302
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,31.3381949012663,0.45657588570881297,11,28.74078947368421,0.43884399392600343,5,302
2025-07-31,Elam,G02_PI,G02,LIGHT,RUN2,13.4091421586116,0.8115195880846925,1,28.64677272727273,0.755489451503735,5,301
2025-07-31,Maeq,H02_PI,H02,LIGHT,RUN2,33.1725730733351,0.3035952830513843,2,28.55202272727273,0.2809465706672247,5,301
2025-07-31,Ahya,J02_PI,J02,LIGHT,RUN2,18.1466231769109,0.6071239761113417,3,28.629613636363636,0.5657214485305393,5,301
2025-07-31,Prus,D02_PI,D02,LIGHT,RUN2,25.8573919454156,0.7808764854320865,5,28.539844444444444,0.7518203428726785,5,301
2025-07-31,Fcom,C02_PI,C02,LIGHT,RUN2,24.0900084544137,0.463346483458963,6,28.547272727272727,0.4321586128526815,5,301
2025-07-31,Tfro,I02_PI,I02,LIGHT,RUN2,30.8022374527315,0.5229199386085939,7,28.621,0.4985283317412863,5,301
2025-07-31,Pcyl,A02_PI,A02,LIGHT,RUN2,9.31927639062511,0.5716698321543809,8,28.56134090909091,0.49105026094644016,5,301
2025-07-31,Peyo,E02_PI,E02,LIGHT,RUN2,44.9732076098262,0.548619197181806,9,28.526045454545457,0.5319133381490532,5,301
2025-07-31,Mvie,B02_PI,B02,LIGHT,RUN2,14.5959050803673,0.5717342987595684,10,28.600068181818184,0.5202598569593772,5,301
2025-07-31,Prug,F02_PI,F02,LIGHT,RUN2,14.6469486468945,0.8298510464340532,12,28.525,0.7785559893752043,5,301
2025-07-31,Ahya,J03_PI,J03,LIGHT,RUN3,27.5258785262712,0.6768960470764331,1,28.680842105263157,0.6304931311579266,5,297
2025-07-31,Maeq,H03_PI,H03,LIGHT,RUN3,36.4329808852555,0.3590000805639446,2,28.590447368421053,0.32394170774344067,5,297
2025-07-31,Prus,D04_PI,D04,LIGHT,RUN3,13.7728275701173,0.8545101303341097,3,28.647736842105264,0.7617709291544712,5,297
2025-07-31,Peyo,E03_PI,E03,LIGHT,RUN3,30.9745094897605,0.6141694660436882,4,28.636717948717948,0.5729329445336439,5,297
2025-07-31,Elam,G03_PI,G03,LIGHT,RUN3,22.8904846410261,0.40392398632711457,5,28.55551282051282,0.3481243365220449,5,297
2025-07-31,Fcom,C03_PI,C03,LIGHT,RUN3,38.7395120477003,0.5368105352091719,8,28.64853846153846,0.5038395203635317,5,297
2025-07-31,Prug,F03_PI,F03,LIGHT,RUN3,18.9856518017006,0.45511548800017854,9,28.55448717948718,0.38783936600139785,5,297
2025-07-31,Tfro,I03_PI,I03,LIGHT,RUN3,23.4711052102722,0.5337369946425543,10,28.640564102564102,0.47931769843154437,5,297
2025-07-31,Pcyl,A03_PI,A03,LIGHT,RUN3,11.6002857698063,0.5790988195785194,11,28.58074358974359,0.4689910987702837,5,297
2025-07-31,Mvie,B03_PI,B03,LIGHT,RUN3,24.1251009064012,0.5586628377978596,12,28.559578947368426,0.5057187679764283,5,297
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,13.5814141956406,0.6488990605092981,1,28.81202222222222,0.5943154740082597,6,404
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,22.4183316506502,0.7285459430253126,2,28.72073333333333,0.6954782594837196,6,404
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,29.1752237696791,0.8523363171307228,3,28.784577777777777,0.8269270074230587,6,404
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,17.2693118772257,0.2714133108028798,4,28.75775,0.22848616339686084,6,404
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,13.4601857251386,0.5609975092455166,6,28.69837777777778,0.5059223184797853,6,404
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,19.5407505876832,0.4477463391090948,7,28.782577777777774,0.4098090913443418,6,404
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,19.4578047920765,0.7561491135388861,8,28.782363636363637,0.7180501447972498,6,404
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,21.3815092055678,0.6098968376132329,9,28.70490909090909,0.575225650961865,6,404
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,23.308403841967,-0.05470293445055146,10,28.768977272727273,-0.08650787062637932,6,404
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,31.3381949012663,0.49579273837361393,11,28.728136363636363,0.47213718645399055,6,404
2025-07-31,Elam,G02_PI,G02,LIGHT,RUN2,13.4091421586116,0.9111029138351947,1,28.76851219512195,0.8382170875664932,6,397
2025-07-31,Maeq,H02_PI,H02,LIGHT,RUN2,33.1725730733351,0.31186384186519944,2,28.68041463414634,0.2824016592475208,6,397
2025-07-31,Ahya,J02_PI,J02,LIGHT,RUN2,18.1466231769109,0.6936129350740704,3,28.75029268292683,0.6397551789363658,6,397
2025-07-31,Prus,D02_PI,D02,LIGHT,RUN2,25.8573919454156,0.8230096619376475,5,28.67678571428571,0.7852124854920096,6,397
2025-07-31,Fcom,C02_PI,C02,LIGHT,RUN2,24.0900084544137,0.4798835242279485,6,28.673926829268293,0.4393133265198683,6,397
2025-07-31,Tfro,I02_PI,I02,LIGHT,RUN2,30.8022374527315,0.5250609951611046,7,28.77309756097561,0.4933315986429234,6,397
2025-07-31,Pcyl,A02_PI,A02,LIGHT,RUN2,9.31927639062511,0.6254791639883843,8,28.701146341463417,0.520606600409515,6,397
2025-07-31,Peyo,E02_PI,E02,LIGHT,RUN2,44.9732076098262,0.6175859012453921,9,28.67109756097561,0.5958543757944178,6,397
2025-07-31,Mvie,B02_PI,B02,LIGHT,RUN2,14.5959050803673,0.5828179931862139,10,28.73658536585366,0.5158583630431345,6,397
2025-07-31,Prug,F02_PI,F02,LIGHT,RUN2,14.6469486468945,0.8563164415071319,12,28.678658536585367,0.7895901608771998,6,397
2025-07-31,Ahya,J03_PI,J03,LIGHT,RUN3,27.5258785262712,0.7527703108068535,1,28.747045454545457,0.7068166612041634,6,398
2025-07-31,Maeq,H03_PI,H03,LIGHT,RUN3,36.4329808852555,0.33823201680932524,2,28.655409090909092,0.3035130740803104,6,398
2025-07-31,Prus,D04_PI,D04,LIGHT,RUN3,13.7728275701173,1.024388834600006,3,28.711613636363637,0.9325475209436187,6,398
2025-07-31,Peyo,E03_PI,E03,LIGHT,RUN3,30.9745094897605,0.7262903480728923,4,28.711755555555555,0.6854530725957574,6,398
2025-07-31,Elam,G03_PI,G03,LIGHT,RUN3,22.8904846410261,0.39297129300328526,5,28.60555555555555,0.3377118873314891,6,398
2025-07-31,Fcom,C03_PI,C03,LIGHT,RUN3,38.7395120477003,0.6517896729328124,8,28.6958,0.6191378786808617,6,398
2025-07-31,Prug,F03_PI,F03,LIGHT,RUN3,18.9856518017006,0.611499813619911,9,28.60628888888889,0.5448750492971408,6,398
2025-07-31,Tfro,I03_PI,I03,LIGHT,RUN3,23.4711052102722,0.5327352663572488,10,28.696755555555555,0.47884284989579956,6,398
2025-07-31,Pcyl,A03_PI,A03,LIGHT,RUN3,11.6002857698063,0.8380276268932161,11,28.64075555555555,0.7289859531014504,6,398
2025-07-31,Mvie,B03_PI,B03,LIGHT,RUN3,24.1251009064012,0.6179096356375203,12,28.61268181818182,0.5654781626372622,6,398
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,13.5814141956406,0.6850287784083438,1,28.853410256410257,0.6477713368659008,7,502
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,22.4183316506502,0.7740492824568901,2,28.74746153846154,0.7514780780808005,7,502
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,29.1752237696791,0.84234155042224,3,28.822589743589745,0.8249977675792216,7,502
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,17.2693118772257,0.20062406958900755,4,28.77852631578947,0.1713230326365685,7,502
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,13.4601857251386,0.5614958699394793,6,28.723589743589745,0.523902871165863,7,502
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,19.5407505876832,0.42041040564441823,7,28.81782051282051,0.3945153540092611,7,502
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,19.4578047920765,0.7678786931923867,8,28.83213157894737,0.7418732547133329,7,502
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,21.3815092055678,0.5777262987035895,9,28.746342105263157,0.554060581723891,7,502
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,23.308403841967,-0.13224464468315875,10,28.80665789473684,-0.15395392811966374,7,502
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,31.3381949012663,0.4269289401102909,11,28.755684210526315,0.4107822300954988,7,502
2025-07-31,Elam,G02_PI,G02,LIGHT,RUN2,13.4091421586116,0.9188612306881914,1,28.85731707317073,0.839210753172264,7,500
2025-07-31,Maeq,H02_PI,H02,LIGHT,RUN2,33.1725730733351,0.3081115825770175,2,28.75909756097561,0.2759149672089174,7,500
